order_id,customer_id,order_date,status,region_code
ORD00383,CUST0411,2026-04-22 08:29:40,DELIVERED,CENTRAL
ORD00384,CUST0059,2026-05-28 21:06:24,CANCELLED,WEST
ORD00385,CUST0450,2024-07-13 07:39:22,SHIPPED,CENTRAL
ORD00386,CUST0293,2024-10-29 12:40:32,PLACED,CENTRAL
ORD00387,CUST0523,2026-01-06 07:43:53,DELIVERED,CENTRAL
ORD00388,CUST0174,2026-06-15 12:43:30,PLACED,SOUTH
ORD00389,CUST0671,2025-09-30 02:40:39,RETURNED,NORTH
ORD00390,CUST0283,2026-01-27 14:09:21,DELIVERED,WEST
ORD00391,CUST0416,2026-02-03 05:19:34,SHIPPED,NORTH
ORD00392,CUST0755,2026-02-17 12:27:48,PLACED,NORTH
ORD00393,CUST0563,2025-03-17 22:41:49,DELIVERED,CENTRAL
ORD00394,CUST0597,2025-10-31 08:57:56,DELIVERED,EAST
ORD00395,CUST0232,2024-12-13 04:25:29,DELIVERED,WEST
ORD00396,CUST0589,2024-01-08 05:25:07,DELIVERED,WEST
ORD00397,CUST0519,2024-09-15 09:18:04,DELIVERED,CENTRAL
ORD00398,CUST0302,2025-06-12 02:50:49,RETURNED,CENTRAL
ORD00399,,2026-06-04 19:14:45,CANCELLED,CENTRAL
ORD00400,CUST0257,2026-03-07 04:40:27,DELIVERED,WEST
ORD00401,CUST0577,2026-05-12 15:30:52,DELIVERED,EAST
ORD00402,CUST0795,2026-03-30 04:46:38,DELIVERED,CENTRAL
ORD00403,CUST0029,2026-01-18 17:09:00,SHIPPED,NORTH
ORD00404,CUST0392,2026-03-26 04:18:43,DELIVERED,SOUTH
ORD00405,CUST0694,2026-04-27 07:26:05,SHIPPED,EAST
ORD00406,CUST0423,2025-07-02 12:22:58,DELIVERED,NORTH
ORD00407,CUST0718,2025-11-24 06:35:49,SHIPPED,NORTH
ORD00408,CUST0409,2025-06-15 06:25:07,PLACED,SOUTH
ORD00409,CUST0488,2025-05-28 19:00:45,DELIVERED,CENTRAL
ORD00410,CUST0276,25-09-2025,RETURNED,SOUTH
ORD00411,CUST0511,2025-12-25 13:01:37,SHIPPED,SOUTH
ORD00412,CUST0272,2024-11-17 05:15:58,SHIPPED,SOUTH
ORD00413,CUST0634,2026-03-06 12:49:52,SHIPPED,NORTH
ORD00414,CUST0123,16-06-2026,PLACED,WEST
ORD00415,CUST0629,2024-11-04 03:28:27,DELIVERED,CENTRAL
ORD00416,CUST0044,2026-04-28 16:03:47,DELIVERED,CENTRAL
ORD00417,CUST0323,2026-01-10 04:56:41,CANCELLED,CENTRAL
ORD00418,CUST0282,2026-03-25 10:32:59,SHIPPED,CENTRAL
ORD00419,CUST0287,2025-09-10 02:01:22,SHIPPED,CENTRAL
ORD00420,CUST0132,2024-09-02 01:23:42,DELIVERED,WEST
ORD00421,CUST0490,2026-01-29 00:19:21,PLACED,EAST
ORD00422,CUST0404,2024-09-28 13:01:47,DELIVERED,NORTH
ORD00423,CUST0716,2025-10-29 12:02:38,DELIVERED,NORTH
ORD00424,CUST0013,2024-11-23 09:25:06,DELIVERED,NORTH
ORD00425,,2025-07-15 17:30:42,DELIVERED,EAST
ORD00426,CUST0192,2026-05-02 03:55:33,DELIVERED,EAST
ORD00427,CUST0483,2026-06-06 02:21:26,DELIVERED,SOUTH
ORD00428,CUST0511,2026-03-22 15:26:02,SHIPPED,EAST
ORD00429,CUST0374,2025-09-14 07:10:28,DELIVERED,SOUTH
ORD00430,CUST0586,2024-09-17 20:36:40,RETURNED,SOUTH
ORD00431,CUST0103,2026-05-30 20:58:26,DELIVERED,SOUTH
ORD00432,CUST0569,2026-04-11 17:08:29,CANCELLED,SOUTH
ORD00433,CUST0150,2024-12-18 07:33:20,DELIVERED,NORTH
ORD00434,CUST0181,2025-10-16 19:25:46,DELIVERED,CENTRAL
ORD00435,CUST0547,2025-05-05 11:09:53,DELIVERED,EAST
ORD00436,CUST0257,2025-11-24 15:01:12,CANCELLED,NORTH
ORD00437,CUST0408,2025-07-16 10:30:43,DELIVERED,NORTH
ORD00438,CUST0221,2025-05-15 00:36:23,DELIVERED,NORTH
ORD00439,CUST0461,2026-04-19 08:13:25,DELIVERED,EAST
ORD00440,CUST0369,2026-01-14 05:40:54,DELIVERED,EAST
ORD00441,CUST0353,2024-08-15 09:45:26,DELIVERED,EAST
ORD00442,CUST0696,2025-02-17 01:41:45,DELIVERED,CENTRAL
ORD00443,CUST0179,29-06-2026,DELIVERED,EAST
ORD00444,CUST0333,03-03-2026,DELIVERED,WEST
ORD00445,,2025-08-14 23:21:23,DELIVERED,WEST
ORD00446,CUST0647,2026-02-07 06:05:03,CANCELLED,EAST
ORD00447,CUST0432,2026-06-11 00:11:36,DELIVERED,NORTH
ORD00448,CUST0082,2025-06-11 19:53:21,DELIVERED,EAST
ORD00449,CUST0325,2026-06-11 05:02:47,DELIVERED,EAST
ORD00450,CUST0620,2025-09-28 17:02:26,DELIVERED,WEST
ORD00451,CUST0800,2025-07-18 03:45:59,DELIVERED,CENTRAL
ORD00452,CUST0462,2026-01-09 13:18:55,SHIPPED,NORTH
ORD00453,CUST0129,2026-03-28 15:19:50,SHIPPED,EAST
ORD00454,CUST0762,2025-06-14 04:30:53,SHIPPED,WEST
ORD00455,CUST0106,2024-07-30 05:15:01,PLACED,WEST
ORD00456,CUST0562,2026-01-08 10:50:41,PLACED,WEST
ORD00457,CUST0537,2026-02-16 04:33:57,RETURNED,NORTH
ORD00458,CUST0269,2024-08-29 05:02:52,PLACED,WEST
ORD00459,CUST0317,2025-03-19 07:00:35,SHIPPED,EAST
ORD00460,CUST0454,2026-05-08 07:13:23,SHIPPED,CENTRAL
ORD00461,CUST0175,2025-10-11 02:18:13,PLACED,EAST
ORD00462,CUST0334,2026-01-09 16:20:07,DELIVERED,CENTRAL
ORD00463,CUST0279,2026-05-02 03:15:00,DELIVERED,CENTRAL
ORD00464,CUST0182,2026-03-14 05:10:20,DELIVERED,CENTRAL
ORD00465,CUST0446,2026-04-24 13:59:52,DELIVERED,CENTRAL
ORD00466,CUST0318,2026-03-03 19:50:35,DELIVERED,SOUTH
ORD00467,CUST0092,2025-11-17 09:44:46,DELIVERED,WEST
ORD00468,CUST0267,2025-01-05 22:47:07,DELIVERED,NORTH
ORD00469,CUST0536,2025-12-02 22:24:44,DELIVERED,WEST
ORD00470,CUST0548,2024-01-13 22:05:03,DELIVERED,WEST
ORD00471,CUST0774,2026-01-11 02:20:58,DELIVERED,WEST
ORD00472,CUST0300,2025-12-17 16:57:23,SHIPPED,NORTH
ORD00473,CUST0562,2026-03-11 13:18:24,SHIPPED,CENTRAL
ORD00474,CUST0448,2025-09-05 05:25:27,SHIPPED,WEST
ORD00475,CUST0388,2024-12-08 16:16:54,DELIVERED,WEST
ORD00476,CUST0641,2026-02-04 12:26:20,DELIVERED,CENTRAL
ORD00477,CUST0711,2026-04-18 21:18:36,DELIVERED,CENTRAL
ORD00478,CUST0276,2025-12-24 08:32:35,SHIPPED,NORTH
ORD00479,CUST0187,2025-05-02 02:51:23,DELIVERED,WEST
ORD00480,CUST0633,2026-01-19 08:23:09,DELIVERED,CENTRAL
ORD00481,CUST0504,2024-10-18 17:17:52,DELIVERED,SOUTH
ORD00482,CUST0051,2026-04-11 01:09:19,PLACED,NORTH
ORD00483,CUST0289,2025-01-26 02:09:39,SHIPPED,WEST
ORD00484,CUST0745,2024-01-13 17:52:14,SHIPPED,SOUTH
ORD00485,CUST0016,2026-05-14 17:58:46,SHIPPED,WEST
ORD00486,CUST0320,2026-05-10 13:23:06,RETURNED,WEST
ORD00487,CUST0714,2025-12-26 07:48:41,DELIVERED,SOUTH
ORD00488,CUST0058,2025-02-17 23:58:24,DELIVERED,NORTH
ORD00489,CUST0557,19-01-2026,SHIPPED,EAST
ORD00490,CUST0391,2025-12-06 21:35:05,SHIPPED,SOUTH
ORD00491,,2026-06-14 12:20:27,RETURNED,SOUTH
ORD00492,CUST0756,2025-09-22 00:20:18,SHIPPED,NORTH
ORD00493,CUST0534,2026-01-24 07:17:12,RETURNED,WEST
ORD00494,CUST0399,2025-04-29 20:16:49,RETURNED,SOUTH
ORD00495,CUST0645,2024-03-06 12:48:17,DELIVERED,CENTRAL
ORD00496,CUST0534,2024-11-27 20:52:58,DELIVERED,EAST
ORD00497,,2025-12-21 22:50:23,CANCELLED,SOUTH
ORD00498,CUST0116,2024-11-29 06:43:19,DELIVERED,EAST
ORD00499,CUST0016,2024-12-23 23:38:46,DELIVERED,CENTRAL
ORD00500,CUST0123,2025-11-24 17:12:02,DELIVERED,NORTH
ORD00501,CUST0044,2025-10-03 08:03:38,DELIVERED,WEST
ORD00502,CUST0705,2026-04-09 02:12:09,SHIPPED,NORTH
ORD00503,CUST0255,2024-09-27 11:42:44,DELIVERED,CENTRAL
ORD00504,CUST0347,2026-05-11 18:39:20,PLACED,EAST
ORD00505,CUST0661,2024-08-27 02:29:42,DELIVERED,NORTH
ORD00506,CUST0129,2025-12-25 11:01:30,SHIPPED,CENTRAL
ORD00507,CUST0661,2025-06-23 12:56:37,CANCELLED,WEST
ORD00508,CUST0751,2024-10-26 18:16:04,PLACED,WEST
ORD00509,CUST0367,2024-07-28 07:10:46,DELIVERED,NORTH
ORD00510,CUST0497,2026-02-13 20:27:46,DELIVERED,EAST
ORD00511,CUST0556,2026-05-20 15:58:37,SHIPPED,SOUTH
ORD00512,CUST0557,03-12-2025,DELIVERED,WEST
ORD00513,CUST0282,2024-10-28 02:02:08,PLACED,SOUTH
ORD00514,,2025-05-05 15:44:16,CANCELLED,CENTRAL
ORD00515,CUST0376,2025-12-06 09:17:29,PLACED,CENTRAL
ORD00516,CUST0389,2024-10-15 05:13:10,CANCELLED,CENTRAL
ORD00517,CUST0373,2026-03-19 17:59:50,DELIVERED,EAST
ORD00518,,2025-02-27 04:46:33,DELIVERED,CENTRAL
ORD00519,CUST0397,2024-12-05 11:25:23,DELIVERED,WEST
ORD00520,CUST0785,2026-02-20 08:06:18,SHIPPED,EAST
ORD00521,CUST0331,2025-10-25 07:18:36,DELIVERED,NORTH
ORD00522,CUST0099,2026-03-23 18:19:47,DELIVERED,NORTH
ORD00523,CUST0133,2026-01-18 09:02:03,CANCELLED,SOUTH
ORD00524,CUST0110,2026-01-23 23:54:57,SHIPPED,NORTH
ORD00525,CUST0585,2026-04-07 11:07:05,CANCELLED,WEST
ORD00526,CUST0539,2025-11-12 15:39:10,DELIVERED,EAST
ORD00527,CUST0051,2025-07-23 02:40:04,SHIPPED,NORTH
ORD00528,CUST0014,2025-06-08 03:09:36,DELIVERED,NORTH
ORD00529,CUST0480,2026-06-20 06:16:15,PLACED,CENTRAL
ORD00530,CUST0762,2026-03-02 01:55:46,CANCELLED,NORTH
ORD00531,CUST0632,2025-12-06 11:09:45,DELIVERED,NORTH
ORD00532,CUST0312,2024-05-01 01:38:28,RETURNED,CENTRAL
ORD00533,CUST0100,2026-01-13 07:29:11,DELIVERED,CENTRAL
ORD00534,CUST0395,2025-10-31 13:53:56,SHIPPED,SOUTH
ORD00535,CUST0584,2025-10-27 16:54:13,RETURNED,CENTRAL
ORD00536,CUST0768,2026-05-17 01:01:38,DELIVERED,NORTH
ORD00537,CUST0785,2026-04-29 00:49:11,DELIVERED,WEST
ORD00538,CUST0720,2025-12-25 17:00:58,DELIVERED,NORTH
ORD00539,CUST0171,2025-04-06 02:50:06,DELIVERED,CENTRAL
ORD00540,CUST0346,2026-01-25 17:16:57,SHIPPED,CENTRAL
ORD00541,CUST0454,2026-01-21 19:53:54,RETURNED,CENTRAL
ORD00542,CUST0333,2025-07-31 10:42:28,DELIVERED,WEST
ORD00543,CUST0744,2025-05-17 11:07:27,DELIVERED,CENTRAL
ORD00544,CUST0559,2024-11-28 07:49:08,DELIVERED,CENTRAL
ORD00545,CUST0763,2025-01-29 17:07:45,DELIVERED,WEST
ORD00546,CUST0459,2025-12-04 05:09:08,PLACED,NORTH
ORD00547,CUST0292,2026-05-06 08:54:43,PLACED,SOUTH
ORD00548,CUST0310,2024-03-02 04:54:13,DELIVERED,SOUTH
ORD00549,CUST0220,2025-11-16 14:14:55,PLACED,EAST
ORD00550,CUST0567,2026-03-28 13:23:44,DELIVERED,CENTRAL
ORD00551,CUST0159,2024-05-26 11:16:44,PLACED,EAST
ORD00552,CUST0160,2024-08-03 00:13:53,DELIVERED,CENTRAL
ORD00553,CUST0256,2025-11-28 23:19:32,DELIVERED,EAST
ORD00554,CUST0095,2026-06-05 05:18:10,DELIVERED,SOUTH
ORD00555,CUST0752,2024-05-23 22:16:58,DELIVERED,WEST
ORD00556,CUST0178,2026-02-23 12:15:48,CANCELLED,CENTRAL
ORD00557,CUST0098,2025-04-11 15:28:20,PLACED,CENTRAL
ORD00558,CUST0391,2026-01-01 11:27:44,DELIVERED,EAST
ORD00559,CUST0357,2026-02-12 16:02:29,DELIVERED,NORTH
ORD00560,CUST0789,18-12-2024,DELIVERED,CENTRAL
ORD00561,,2026-01-17 08:30:43,DELIVERED,WEST
ORD00562,CUST0056,2026-02-09 08:47:13,DELIVERED,EAST
ORD00563,CUST0553,2026-06-30 09:22:11,SHIPPED,CENTRAL
ORD00564,CUST0715,2025-09-03 17:58:43,SHIPPED,WEST
ORD00565,CUST0457,2026-03-09 17:57:30,DELIVERED,CENTRAL
ORD00566,CUST0093,2025-03-26 23:57:08,DELIVERED,WEST
ORD00567,CUST0152,2024-07-24 08:21:53,DELIVERED,WEST
ORD00568,CUST0586,2026-01-07 21:40:45,PLACED,WEST
ORD00569,CUST0269,2024-05-12 03:58:28,DELIVERED,WEST
ORD00570,CUST0793,2025-08-01 06:22:09,DELIVERED,WEST
ORD00571,CUST0573,2025-07-06 21:00:38,DELIVERED,CENTRAL
ORD00572,,2025-05-22 12:42:37,SHIPPED,EAST
ORD00573,CUST0796,2025-12-13 01:00:22,DELIVERED,CENTRAL
ORD00574,CUST0092,2024-06-23 19:25:03,DELIVERED,WEST
ORD00575,CUST0375,2025-06-25 01:51:29,SHIPPED,EAST
ORD00576,CUST0609,2025-05-21 19:14:52,DELIVERED,SOUTH
ORD00577,CUST0359,2026-05-22 17:41:48,DELIVERED,WEST
ORD00578,CUST0046,2025-01-17 17:07:23,SHIPPED,EAST
ORD00579,CUST0160,2024-05-13 07:23:39,SHIPPED,NORTH
ORD00580,CUST0249,2026-01-02 08:27:00,CANCELLED,EAST
ORD00581,CUST0015,2025-06-17 06:05:03,DELIVERED,NORTH
ORD00582,CUST0313,2025-07-28 13:45:20,DELIVERED,EAST
ORD00583,CUST0215,2026-04-15 18:17:50,SHIPPED,CENTRAL
ORD00584,CUST0536,2026-01-19 10:52:02,DELIVERED,CENTRAL
ORD00585,CUST0748,2024-08-07 13:48:49,DELIVERED,NORTH
ORD00586,CUST0386,2026-03-21 19:59:59,RETURNED,CENTRAL
ORD00587,CUST0045,2025-01-31 20:06:10,SHIPPED,EAST
ORD00588,CUST0206,2026-06-27 23:32:23,DELIVERED,EAST
ORD00589,CUST0055,2026-04-04 06:59:44,DELIVERED,NORTH
ORD00590,CUST0069,2025-04-03 20:52:14,DELIVERED,EAST
ORD00591,CUST0111,2024-12-24 19:38:44,DELIVERED,WEST
ORD00592,CUST0237,2025-08-14 09:34:10,DELIVERED,NORTH
ORD00593,CUST0324,2026-01-22 21:30:52,CANCELLED,CENTRAL
ORD00594,CUST0091,2025-06-06 19:04:19,SHIPPED,WEST
ORD00595,CUST0575,2025-12-10 08:17:13,PLACED,CENTRAL
ORD00596,CUST0313,2025-04-29 02:11:19,DELIVERED,SOUTH
ORD00597,CUST0019,2025-06-22 16:53:30,DELIVERED,EAST
ORD00598,,2026-02-16 16:56:32,SHIPPED,CENTRAL
ORD00599,CUST0283,2026-02-21 14:46:47,PLACED,EAST
ORD00600,CUST0397,2026-06-02 14:17:52,RETURNED,NORTH
ORD00601,CUST0569,2025-12-14 15:11:30,SHIPPED,EAST
ORD00602,CUST0403,2024-08-01 05:26:56,PLACED,WEST
ORD00603,,2026-02-02 14:44:27,DELIVERED,SOUTH
ORD00604,CUST0428,2024-11-23 16:39:00,DELIVERED,WEST
ORD00605,CUST0320,2026-06-21 02:26:49,DELIVERED,CENTRAL
ORD00606,CUST0135,2024-11-17 04:28:11,DELIVERED,CENTRAL
ORD00607,CUST0555,2024-11-10 06:40:19,CANCELLED,EAST
ORD00608,CUST0706,2026-03-24 16:53:01,RETURNED,WEST
ORD00609,CUST0789,2024-08-13 11:40:24,DELIVERED,CENTRAL
ORD00610,CUST0162,2025-08-19 05:07:00,PLACED,CENTRAL
ORD00611,CUST0737,2024-11-17 22:53:56,SHIPPED,SOUTH
ORD00612,CUST0745,2024-02-15 19:13:07,DELIVERED,WEST
ORD00613,CUST0422,2025-04-16 05:38:13,DELIVERED,EAST
ORD00614,CUST0156,2024-10-18 22:40:21,SHIPPED,SOUTH
ORD00615,CUST0027,2025-04-26 13:21:33,DELIVERED,CENTRAL
ORD00616,CUST0237,2024-12-26 16:23:32,SHIPPED,NORTH
ORD00617,CUST0368,2024-10-29 17:31:45,DELIVERED,WEST
ORD00618,CUST0138,2025-12-16 04:00:32,CANCELLED,WEST
ORD00619,CUST0730,2025-08-03 22:13:01,SHIPPED,WEST
ORD00620,CUST0504,2026-01-06 02:17:37,SHIPPED,SOUTH
ORD00621,CUST0232,2024-04-05 01:36:17,DELIVERED,NORTH
ORD00622,CUST0277,2025-12-04 15:23:50,SHIPPED,SOUTH
ORD00623,CUST0776,2025-11-03 10:39:25,PLACED,WEST
ORD00624,CUST0632,2026-05-29 13:11:51,DELIVERED,WEST
ORD00625,CUST0253,2025-10-26 04:25:52,DELIVERED,NORTH
ORD00626,CUST0623,2025-08-13 21:22:36,DELIVERED,WEST
ORD00627,CUST0627,2026-06-09 02:48:55,DELIVERED,CENTRAL
ORD00628,CUST0657,2024-02-29 19:49:49,DELIVERED,WEST
ORD00629,CUST0468,2024-03-06 21:22:47,CANCELLED,SOUTH
ORD00630,CUST0532,2026-04-01 06:43:37,RETURNED,NORTH
ORD00631,CUST0572,2026-04-14 10:48:34,DELIVERED,NORTH
ORD00632,CUST0195,23-10-2025,DELIVERED,EAST
ORD00633,CUST0793,2025-11-30 01:50:03,DELIVERED,WEST
ORD00634,CUST0302,2024-03-25 17:38:49,DELIVERED,SOUTH
ORD00635,CUST0475,2025-12-02 16:31:31,PLACED,CENTRAL
ORD00636,CUST0116,2024-10-16 15:10:53,DELIVERED,CENTRAL
ORD00637,CUST0139,2025-09-02 14:35:21,DELIVERED,WEST
ORD00638,CUST0026,2024-10-25 21:04:36,DELIVERED,SOUTH
ORD00639,CUST0466,2025-09-02 00:32:07,DELIVERED,SOUTH
ORD00640,CUST0736,2024-07-10 22:03:44,PLACED,WEST
ORD00641,CUST0650,2025-10-01 19:30:37,PLACED,WEST
ORD00642,CUST0745,2026-03-05 20:18:28,DELIVERED,SOUTH
ORD00643,CUST0388,2026-05-04 22:22:54,DELIVERED,SOUTH
ORD00644,CUST0344,2026-01-13 14:45:48,CANCELLED,SOUTH
ORD00645,CUST0167,2026-06-05 09:58:32,SHIPPED,NORTH
ORD00646,CUST0430,2025-02-12 06:41:44,DELIVERED,WEST
ORD00647,CUST0296,2026-06-06 06:57:49,SHIPPED,SOUTH
ORD00648,CUST0208,2025-11-22 08:55:44,DELIVERED,EAST
ORD00649,CUST0013,2025-12-13 11:26:15,DELIVERED,WEST
ORD00650,CUST0557,2026-05-30 14:01:19,PLACED,WEST
ORD00651,CUST0244,2025-09-23 10:49:17,DELIVERED,WEST
ORD00652,CUST0465,2026-05-09 06:53:16,DELIVERED,CENTRAL
ORD00653,CUST0615,2024-01-11 05:03:36,SHIPPED,CENTRAL
ORD00654,CUST0285,2026-06-01 16:38:17,DELIVERED,SOUTH
ORD00655,CUST0051,2024-10-14 03:20:03,SHIPPED,EAST
ORD00656,CUST0038,2024-11-25 19:57:03,CANCELLED,CENTRAL
ORD00657,CUST0618,2025-04-08 14:42:26,DELIVERED,NORTH
ORD00658,CUST0051,2024-06-18 03:37:32,DELIVERED,SOUTH
ORD00659,CUST0166,2025-03-17 18:28:30,DELIVERED,CENTRAL
ORD00660,CUST0587,2025-01-31 14:40:10,RETURNED,CENTRAL
ORD00661,CUST0369,2024-12-02 20:06:24,PLACED,EAST
ORD00662,CUST0331,2025-09-23 06:37:55,CANCELLED,NORTH
ORD00663,CUST0777,2025-10-25 19:47:14,CANCELLED,NORTH
ORD00664,CUST0300,2025-09-10 16:39:43,SHIPPED,EAST
ORD00665,CUST0338,2026-03-29 17:57:00,DELIVERED,SOUTH
ORD00666,CUST0713,2024-11-25 17:59:07,DELIVERED,NORTH
ORD00667,CUST0586,2025-12-26 19:07:31,RETURNED,CENTRAL
ORD00668,,2026-05-19 16:07:53,DELIVERED,CENTRAL
ORD00669,CUST0724,2025-09-06 01:33:33,DELIVERED,EAST
ORD00670,,2026-04-20 02:00:08,DELIVERED,CENTRAL
ORD00671,CUST0363,2024-07-29 12:03:22,DELIVERED,WEST
ORD00672,CUST0533,2026-02-12 05:08:01,DELIVERED,SOUTH
ORD00673,CUST0625,2024-12-27 12:29:29,DELIVERED,SOUTH
ORD00674,CUST0002,2025-05-26 19:32:26,PLACED,NORTH
ORD00675,CUST0756,2025-11-28 12:27:48,DELIVERED,WEST
ORD00676,CUST0424,2024-09-28 08:02:09,DELIVERED,CENTRAL
ORD00677,CUST0653,2025-05-25 22:15:57,PLACED,SOUTH
ORD00678,CUST0707,2026-01-05 17:54:08,DELIVERED,NORTH
ORD00679,CUST0316,2025-03-11 05:41:57,DELIVERED,EAST
ORD00680,CUST0786,2025-06-21 09:08:51,SHIPPED,EAST
ORD00681,CUST0350,2025-09-07 05:47:20,DELIVERED,CENTRAL
ORD00682,CUST0030,2025-04-22 09:57:48,SHIPPED,EAST
ORD00683,CUST0689,2026-05-07 06:27:03,RETURNED,NORTH
ORD00684,CUST0662,2026-01-24 17:19:04,DELIVERED,WEST
ORD00685,CUST0550,2026-06-30 22:39:35,DELIVERED,WEST
ORD00686,CUST0761,2024-03-28 00:39:43,CANCELLED,EAST
ORD00687,CUST0579,2025-05-05 02:47:54,DELIVERED,NORTH
ORD00688,CUST0214,2026-06-15 22:56:39,DELIVERED,EAST
ORD00689,CUST0068,2025-02-04 23:14:42,DELIVERED,NORTH
ORD00690,CUST0348,2025-11-15 17:29:51,DELIVERED,SOUTH
ORD00691,CUST0585,2026-03-10 10:51:46,DELIVERED,CENTRAL
ORD00692,CUST0120,2026-06-14 21:17:55,DELIVERED,EAST
ORD00693,CUST0723,2025-05-03 13:23:14,DELIVERED,EAST
ORD00694,CUST0424,2024-10-30 10:01:40,DELIVERED,SOUTH
ORD00695,CUST0381,2025-12-03 00:17:20,CANCELLED,EAST
ORD00696,CUST0222,2026-03-26 17:09:45,DELIVERED,NORTH
ORD00697,CUST0384,2024-05-26 02:11:16,DELIVERED,NORTH
ORD00698,CUST0455,2026-02-25 00:50:58,PLACED,WEST
ORD00699,CUST0513,2025-08-12 16:13:04,SHIPPED,WEST
ORD00700,CUST0751,2026-03-24 10:15:55,DELIVERED,EAST
ORD00701,CUST0147,2024-06-01 15:05:01,CANCELLED,CENTRAL
ORD00702,CUST0693,2024-07-25 04:03:15,SHIPPED,NORTH
ORD00703,CUST0471,2025-08-25 02:20:09,DELIVERED,CENTRAL
ORD00704,,2024-01-07 09:13:37,DELIVERED,NORTH
ORD00705,CUST0704,2024-05-30 06:25:28,DELIVERED,NORTH
ORD00706,CUST0106,2025-06-25 08:16:18,DELIVERED,EAST
ORD00707,CUST0024,2025-12-16 14:29:44,DELIVERED,SOUTH
ORD00708,CUST0329,2024-11-07 13:15:05,SHIPPED,EAST
ORD00709,CUST0546,2025-11-29 22:41:29,DELIVERED,NORTH
ORD00710,CUST0280,2025-01-26 23:32:24,SHIPPED,NORTH
ORD00711,CUST0016,2026-06-15 13:34:14,SHIPPED,CENTRAL
ORD00712,CUST0359,2026-04-04 16:29:40,DELIVERED,EAST
ORD00713,CUST0588,2025-10-03 01:56:06,SHIPPED,EAST
ORD00714,CUST0628,2026-02-26 13:16:31,DELIVERED,NORTH
ORD00715,CUST0134,2025-08-31 06:13:53,DELIVERED,NORTH
ORD00716,CUST0109,2025-08-18 21:37:52,PLACED,WEST
ORD00717,CUST0402,2025-01-28 00:58:10,DELIVERED,CENTRAL
ORD00718,CUST0645,2025-11-23 13:58:50,DELIVERED,EAST
ORD00719,CUST0341,2024-11-22 19:27:38,DELIVERED,CENTRAL
ORD00720,CUST0081,2025-12-24 10:22:53,DELIVERED,NORTH
ORD00721,CUST0716,2025-09-20 17:17:44,PLACED,EAST
ORD00722,CUST0701,2026-02-21 06:25:00,DELIVERED,WEST
ORD00723,CUST0482,2025-09-06 23:32:47,RETURNED,SOUTH
ORD00724,CUST0632,2025-11-30 10:27:07,RETURNED,WEST
ORD00725,CUST0188,2025-07-25 03:31:07,DELIVERED,EAST
ORD00726,CUST0465,2026-06-08 07:53:31,PLACED,WEST
ORD00727,CUST0116,2025-02-26 23:19:54,DELIVERED,SOUTH
ORD00728,CUST0290,2025-06-25 13:19:32,DELIVERED,SOUTH
ORD00729,CUST0521,2025-11-08 23:23:51,DELIVERED,NORTH
ORD00730,CUST0334,2026-05-13 22:46:10,DELIVERED,EAST
ORD00731,CUST0546,2026-01-24 00:35:49,DELIVERED,WEST
ORD00732,CUST0245,2025-11-21 06:43:50,DELIVERED,WEST
ORD00733,CUST0394,2024-08-23 07:26:47,DELIVERED,CENTRAL
ORD00734,CUST0442,07-11-2025,DELIVERED,EAST
ORD00735,CUST0558,2025-01-01 20:28:16,SHIPPED,NORTH
ORD00736,CUST0758,2026-06-09 11:28:16,DELIVERED,WEST
ORD00737,CUST0118,2025-12-20 02:28:38,DELIVERED,NORTH
ORD00738,CUST0456,2025-03-13 20:07:17,DELIVERED,WEST
ORD00739,CUST0072,2024-08-23 22:17:37,DELIVERED,CENTRAL
ORD00740,CUST0790,2025-11-27 14:49:35,DELIVERED,NORTH
ORD00741,CUST0093,2025-03-20 01:09:17,CANCELLED,CENTRAL
ORD00742,CUST0774,2024-01-01 06:52:21,DELIVERED,SOUTH
ORD00743,CUST0464,2026-01-07 15:19:34,DELIVERED,CENTRAL
ORD00744,CUST0592,2026-02-09 15:19:28,SHIPPED,EAST
ORD00745,CUST0307,2026-01-06 13:13:33,RETURNED,WEST
ORD00746,CUST0736,2025-06-18 19:06:55,RETURNED,CENTRAL
ORD00747,CUST0009,2026-06-21 05:29:43,DELIVERED,SOUTH
ORD00748,CUST0302,2024-04-06 22:50:03,DELIVERED,CENTRAL
ORD00749,CUST0055,2024-04-13 07:26:27,DELIVERED,EAST
ORD00750,CUST0113,2025-08-29 04:45:41,CANCELLED,SOUTH
ORD00751,CUST0443,2025-12-22 11:23:18,DELIVERED,WEST
ORD00752,CUST0416,2025-08-28 08:53:16,DELIVERED,SOUTH
ORD00753,CUST0679,2025-03-31 16:35:55,DELIVERED,SOUTH
ORD00754,CUST0569,2026-03-05 17:22:17,CANCELLED,EAST
ORD00755,CUST0428,2024-09-17 19:45:02,DELIVERED,SOUTH
ORD00756,,2024-11-30 00:17:27,PLACED,NORTH
ORD00757,CUST0148,2026-06-18 06:44:16,CANCELLED,WEST
ORD00758,CUST0140,2024-05-24 12:28:55,SHIPPED,WEST
ORD00759,CUST0467,2026-05-27 11:22:57,RETURNED,CENTRAL
ORD00760,CUST0185,2026-03-31 21:02:58,DELIVERED,CENTRAL
ORD00761,CUST0461,2025-07-13 19:36:07,DELIVERED,SOUTH
ORD00762,CUST0435,2026-05-06 14:03:44,PLACED,WEST
ORD00763,CUST0749,2025-02-17 18:40:42,DELIVERED,EAST
