product_id,product_name,category,subcategory,cost_price
PROD0484,Comfort Footwear 484,Clothing,Footwear,43256.43
PROD0485,Premium Kids 485,Clothing,Kids,2052.0
PROD0486,Essential Footwear 486,Clothing,Footwear,20673.93
PROD0487,Smart Mobile 487,Electronics,Mobile,28703.73
PROD0488,Classic Fiction 488,Books,Fiction,19619.43
PROD0489,Modern Women 489,Clothing,Women,11803.71
PROD0490,Essential Bedding 490,Home,Bedding,14367.15
PROD0491,Premium Furniture 491,Home,Furniture,42464.48
PROD0492,Smart Men 492,Clothing,Men,4826.15
PROD0493,Essential Biography 493,Books,Biography,18340.54
PROD0494,Comfort Furniture 494,Home,Furniture,13929.18
PROD0495,Premium Kitchen 495,Home,Kitchen,7160.08
PROD0496,Compact Kitchen 496,Home,Kitchen,37629.74
PROD0497,Premium Furniture 497,Home,Furniture,32025.19
PROD0498,Classic Bedding 498,Home,Bedding,30499.08
PROD0499,Classic Furniture 499,Home,Furniture,42848.18
PROD0500,Premium Education 500,Books,Education,20834.98
PROD0065,Modern Bedding 65,Home,Bedding,20460.9
PROD0122,Smart Business 122,Books,Business,30181.63
PROD0117,Premium Headphones 117,Electronics,Headphones,14889.71
PROD0361,Classic Kids 361,Clothing,Kids,42701.15
PROD0077,Premium Education 77,Books,Education,15807.12
