item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00465,ORD00561,PROD0354,1,15471.57,0.0
ITEM00466,ORD00778,PROD0085,5,37364.87,0.0
ITEM00467,ORD01105,PROD0353,1,35793.05,10.0
ITEM00468,ORD00272,PROD0458,3,43916.73,0.0
ITEM00469,ORD01483,PROD0323,5,913.09,0.0
ITEM00470,ORD01372,PROD0077,3,33020.8,5.0
ITEM00471,ORD00829,PROD0059,5,81052.16,15.0
ITEM00472,ORD01181,PROD0386,2,61575.32,0.0
ITEM00473,ORD00986,PROD0417,5,14577.37,10.0
ITEM00474,ORD00150,PROD0148,1,8179.49,0.0
ITEM00475,ORD00856,PROD0423,5,18497.39,15.0
ITEM00476,ORD01009,PROD0022,4,65137.6,0.0
ITEM00477,ORD00352,PROD0223,1,2913.77,10.0
ITEM00478,ORD00016,PROD0002,2,68546.11,5.0
ITEM00479,ORD00222,PROD0326,3,35181.66,20.0
ITEM00480,ORD01297,PROD0141,4,27979.57,5.0
ITEM00481,ORD00231,PROD0063,2,19990.85,20.0
ITEM00482,ORD01193,PROD0262,3,5433.37,5.0
ITEM00483,ORD01015,PROD0026,2,52316.08,20.0
ITEM00484,ORD01143,PROD0193,5,41781.02,20.0
ITEM00485,ORD00174,PROD0321,4,37697.1,0.0
ITEM00486,ORD00716,PROD0211,5,14821.83,10.0
ITEM00487,ORD00489,PROD0317,1,25496.29,20.0
ITEM00488,ORD00750,PROD0399,5,38728.61,0.0
ITEM00489,ORD00103,PROD0034,1,41008.44,30.0
ITEM00490,ORD01195,PROD0444,5,24157.1,0.0
ITEM00491,ORD01042,PROD0285,1,16351.76,0.0
ITEM00492,ORD00173,PROD0376,2,6753.97,10.0
ITEM00493,ORD01110,PROD0243,2,21106.39,10.0
ITEM00494,ORD00169,PROD0194,2,25177.75,10.0
ITEM00495,ORD00134,PROD0033,2,55385.36,0.0
ITEM00496,ORD00792,PROD0034,4,43614.6,15.0
ITEM00497,ORD00062,PROD0152,5,78935.38,10.0
ITEM00498,ORD00711,PROD0343,3,27431.21,10.0
ITEM00499,ORD01089,PROD0082,4,19859.48,20.0
ITEM00500,ORD01491,PROD0067,5,59953.33,10.0
ITEM00501,ORD00236,PROD0054,-3,51914.51,0.0
ITEM00502,ORD01225,PROD0448,4,34599.4,0.0
ITEM00503,ORD01070,PROD0324,3,42317.17,40.0
ITEM00504,ORD01459,PROD0192,1,10928.44,0.0
ITEM00505,ORD00654,PROD0404,3,18053.58,5.0
ITEM00506,ORD00437,PROD0350,2,26628.54,40.0
ITEM00507,ORD00601,PROD0467,1,42428.85,10.0
ITEM00508,ORD01382,PROD0158,3,4490.14,25.0
ITEM00509,ORD00378,PROD0263,5,36530.09,10.0
ITEM00510,ORD01029,PROD0471,2,48514.03,20.0
ITEM00511,ORD00942,PROD0189,5,19274.42,10.0
ITEM00512,ORD00899,PROD0426,3,4465.85,20.0
ITEM00513,ORD01407,PROD0069,1,22482.37,15.0
ITEM00514,ORD01133,PROD0175,1,50663.49,50.0
ITEM00515,ORD00078,PROD0150,2,38135.69,0.0
ITEM00516,ORD00573,PROD0392,2,22931.79,25.0
ITEM00517,ORD00187,PROD0132,1,52171.45,5.0
ITEM00518,ORD00443,PROD0114,1,3522.79,0.0
ITEM00519,ORD01483,PROD0365,5,56911.21,10.0
ITEM00520,ORD00383,PROD0450,5,84291.82,0.0
ITEM00521,ORD00595,PROD0500,5,27891.54,0.0
ITEM00522,ORD01395,PROD0348,2,9376.82,0.0
ITEM00523,ORD00249,PROD0330,2,52139.22,0.0
ITEM00524,ORD00110,PROD0209,1,25735.18,40.0
ITEM00525,ORD00941,PROD0471,5,77140.05,10.0
ITEM00526,ORD00614,PROD0493,4,26796.79,0.0
ITEM00527,ORD01494,PROD0492,4,7845.63,20.0
ITEM00528,ORD00147,PROD0369,1,70775.97,0.0
ITEM00529,ORD01320,PROD0095,1,34835.36,50.0
ITEM00530,ORD01232,PROD0016,3,6190.96,20.0
ITEM00531,ORD01486,PROD0058,5,58576.58,10.0
ITEM00532,ORD00420,PROD0007,4,4756.42,5.0
ITEM00533,ORD01204,PROD0327,3,41151.82,20.0
ITEM00534,ORD01010,PROD0422,1,59483.32,40.0
ITEM00535,ORD00931,PROD0465,1,23369.84,30.0
ITEM00536,ORD00273,PROD0349,3,22030.7,15.0
ITEM00537,ORD01372,PROD0178,1,37369.54,0.0
ITEM00538,ORD00355,PROD0310,1,30287.36,25.0
ITEM00539,ORD00514,PROD0328,3,77814.53,0.0
ITEM00540,ORD00821,PROD0150,4,37794.33,10.0
ITEM00541,ORD00417,PROD0176,5,83103.35,0.0
ITEM00542,ORD01385,PROD0209,2,17509.9,40.0
ITEM00543,ORD01144,PROD0311,2,41413.57,0.0
ITEM00544,ORD00376,PROD0232,3,28072.18,10.0
ITEM00545,ORD00101,PROD0048,1,25013.49,15.0
ITEM00546,ORD01456,PROD0439,2,64221.81,10.0
ITEM00547,ORD00277,PROD0209,1,26804.96,25.0
ITEM00548,ORD01313,PROD0323,3,574.13,0.0
ITEM00549,ORD01080,PROD0480,4,10441.19,40.0
ITEM00550,ORD00553,PROD0381,1,18496.36,0.0
ITEM00551,ORD00430,PROD0066,1,59699.79,30.0
ITEM00552,ORD00631,PROD0484,1,57673.44,10.0
ITEM00553,ORD00628,PROD0105,4,31240.07,30.0
ITEM00554,ORD00310,PROD0046,1,38652.7,5.0
ITEM00555,ORD00020,PROD0351,3,6333.59,40.0
ITEM00556,ORD01023,PROD0109,2,2202.71,20.0
ITEM00557,ORD00969,PROD0131,3,27999.22,0.0
ITEM00558,ORD01458,PROD0221,2,58462.07,10.0
ITEM00559,ORD00508,PROD0056,4,12739.33,10.0
ITEM00560,ORD00620,PROD0288,2,19730.66,15.0
ITEM00561,ORD01394,PROD0269,3,19249.36,20.0
ITEM00562,ORD00729,PROD0021,3,39173.14,30.0
ITEM00563,ORD00802,PROD0003,4,63849.28,20.0
ITEM00564,ORD01257,PROD0176,4,61212.88,25.0
ITEM00565,ORD01162,PROD0468,5,27762.24,0.0
ITEM00566,ORD00356,PROD0024,3,1439.92,15.0
ITEM00567,ORD01022,PROD0064,3,14929.54,10.0
ITEM00568,ORD01491,PROD0356,1,7372.55,10.0
ITEM00569,ORD01174,PROD0290,1,47143.9,25.0
ITEM00570,ORD01048,PROD0147,1,3772.07,20.0
ITEM00571,ORD01440,PROD0232,5,41618.87,25.0
ITEM00572,ORD01331,PROD0207,5,26932.52,15.0
ITEM00573,ORD00502,PROD0321,5,36597.09,10.0
ITEM00574,ORD00687,PROD0193,3,44795.52,25.0
ITEM00575,ORD00507,PROD0329,5,48146.97,20.0
ITEM00576,ORD00647,PROD0347,4,64469.11,0.0
ITEM00577,ORD00526,PROD0268,5,41164.56,20.0
ITEM00578,ORD01388,PROD0297,5,18845.14,0.0
ITEM00579,ORD01247,PROD0170,3,26776.36,0.0
ITEM00580,ORD00121,PROD0257,5,40834.71,15.0
ITEM00581,ORD00010,PROD0500,2,40919.75,30.0
ITEM00582,ORD00642,PROD0056,2,10482.55,0.0
ITEM00583,ORD00017,PROD0073,4,49874.14,10.0
ITEM00584,ORD01494,PROD0287,1,62566.0,10.0
ITEM00585,ORD01114,PROD0359,5,13342.67,10.0
ITEM00586,ORD00477,PROD0204,4,32966.29,20.0
ITEM00587,ORD00531,PROD0498,4,60907.49,0.0
ITEM00588,ORD01443,PROD0111,2,37758.99,10.0
ITEM00589,ORD01354,PROD0113,5,29653.17,30.0
ITEM00590,ORD00114,PROD0333,5,25265.69,0.0
ITEM00591,ORD01017,PROD0460,-1,6652.74,25.0
ITEM00592,ORD00404,PROD0146,3,67676.24,40.0
ITEM00593,ORD01152,PROD0455,2,34018.17,30.0
ITEM00594,ORD01376,PROD0290,3,47911.4,0.0
ITEM00595,ORD00628,PROD0412,2,54308.21,10.0
ITEM00596,ORD00052,PROD0391,2,24615.0,10.0
ITEM00597,ORD00635,PROD0137,5,50477.5,5.0
ITEM00598,ORD00920,PROD0194,1,20302.47,30.0
ITEM00599,ORD00874,PROD0111,4,30441.61,25.0
ITEM00600,ORD00656,PROD0051,2,5654.9,20.0
ITEM00601,ORD00913,PROD0414,5,72785.15,5.0
ITEM00602,ORD01291,PROD0473,3,22848.31,25.0
ITEM00603,ORD00611,PROD0398,5,26786.57,0.0
ITEM00604,ORD00618,PROD0301,3,25907.16,25.0
ITEM00605,ORD01075,PROD0140,1,39483.73,25.0
ITEM00606,ORD00277,PROD0427,4,86222.81,20.0
ITEM00607,ORD01142,PROD0001,5,45256.09,10.0
ITEM00608,ORD00836,PROD0201,4,58175.13,0.0
ITEM00609,ORD01222,PROD0029,4,1990.69,10.0
ITEM00610,ORD00911,PROD0039,2,35124.0,25.0
ITEM00611,ORD00558,PROD0172,1,31690.96,0.0
ITEM00612,ORD00175,PROD0034,1,51153.14,15.0
ITEM00613,ORD01409,PROD0143,5,2207.69,0.0
ITEM00614,ORD00058,PROD0378,4,25686.09,10.0
ITEM00615,ORD00485,PROD0091,5,66254.38,0.0
ITEM00616,ORD00493,PROD0299,4,64345.48,15.0
ITEM00617,ORD00589,PROD0026,2,64385.81,15.0
ITEM00618,ORD00992,PROD0139,4,48827.39,10.0
ITEM00619,ORD01329,PROD0307,2,55473.47,0.0
ITEM00620,ORD01192,PROD0483,2,14657.93,20.0
ITEM00621,ORD01095,PROD0391,2,32525.28,10.0
ITEM00622,ORD01453,PROD0177,1,30217.8,20.0
ITEM00623,ORD00963,PROD0252,4,53495.77,30.0
ITEM00624,ORD01427,PROD0473,2,14660.37,10.0
ITEM00625,ORD00896,PROD0478,3,15657.47,0.0
ITEM00626,ORD00954,PROD0480,5,11276.5,0.0
ITEM00627,ORD00809,PROD0497,2,42769.8,10.0
ITEM00628,ORD00450,PROD0046,3,40921.32,5.0
ITEM00629,ORD00382,PROD0477,3,5198.81,30.0
ITEM00630,ORD00546,PROD0206,5,55011.13,30.0
ITEM00631,ORD01270,PROD0238,2,29175.88,15.0
ITEM00632,ORD00942,PROD0041,1,77209.97,5.0
ITEM00633,ORD00533,PROD0113,2,37847.86,25.0
ITEM00634,ORD01314,PROD0343,4,22328.9,10.0
ITEM00635,ORD00303,PROD0294,4,47192.94,0.0
ITEM00636,ORD00854,PROD0112,5,22875.36,0.0
ITEM00637,ORD00876,PROD0136,2,22071.12,25.0
ITEM00638,ORD01018,PROD0166,4,43115.04,0.0
ITEM00639,ORD00297,PROD0023,1,35702.67,10.0
ITEM00640,ORD01101,PROD0146,2,73217.55,10.0
ITEM00641,ORD00347,PROD0350,1,27832.24,5.0
ITEM00642,ORD00487,PROD0274,2,18566.31,30.0
ITEM00643,ORD01369,PROD0380,5,10065.64,0.0
ITEM00644,ORD00286,PROD0096,2,22320.28,15.0
ITEM00645,ORD01268,PROD0450,5,71812.05,10.0
ITEM00646,ORD01174,PROD0094,2,25857.59,0.0
ITEM00647,ORD01095,PROD0477,2,8217.89,10.0
ITEM00648,ORD00068,PROD0175,4,78957.48,20.0
ITEM00649,ORD01278,PROD0352,2,8147.38,20.0
ITEM00650,ORD01221,PROD0444,5,30710.62,0.0
ITEM00651,ORD00675,PROD0059,2,83210.08,10.0
ITEM00652,ORD01026,PROD0164,3,51476.04,0.0
ITEM00653,ORD00743,PROD0385,1,36682.32,10.0
ITEM00654,ORD00441,PROD0360,4,35289.7,10.0
ITEM00655,ORD01485,PROD0475,4,75852.49,10.0
ITEM00656,ORD00918,PROD0032,4,17812.71,0.0
ITEM00657,ORD00055,PROD0208,-2,33300.32,25.0
ITEM00658,ORD00009,PROD0008,1,43813.26,5.0
ITEM00659,ORD00282,PROD0074,2,19637.42,0.0
ITEM00660,ORD00088,PROD0323,2,727.03,0.0
ITEM00661,ORD01360,PROD0202,3,65019.84,0.0
ITEM00662,ORD00634,PROD0172,4,27258.68,30.0
ITEM00663,ORD00116,PROD0352,5,6615.74,0.0
ITEM00664,ORD00795,PROD0038,-2,35006.67,0.0
ITEM00665,ORD01020,PROD0293,5,13595.51,5.0
ITEM00666,ORD00775,PROD0234,1,59346.47,10.0
ITEM00667,ORD00626,PROD0274,3,27918.22,0.0
ITEM00668,ORD00274,PROD0320,3,56066.88,20.0
ITEM00669,ORD00499,PROD0445,2,13064.32,0.0
ITEM00670,ORD01341,PROD0471,3,49115.87,20.0
ITEM00671,ORD00560,PROD0488,2,33841.72,15.0
ITEM00672,ORD00480,PROD0278,5,50857.43,20.0
ITEM00673,ORD00271,PROD0129,3,30250.25,15.0
ITEM00674,ORD01246,PROD0153,3,4047.46,25.0
ITEM00675,ORD00242,PROD0313,1,59150.68,15.0
ITEM00676,ORD01029,PROD0146,5,51700.04,10.0
ITEM00677,ORD01050,PROD0493,1,35209.19,15.0
ITEM00678,ORD00745,PROD0226,2,39483.45,0.0
ITEM00679,ORD01430,PROD0279,4,51432.5,10.0
ITEM00680,ORD01407,PROD0277,2,38740.28,0.0
ITEM00681,ORD00439,PROD0316,4,21069.34,20.0
ITEM00682,ORD00362,PROD0494,4,24143.77,10.0
ITEM00683,ORD00177,PROD0273,5,4617.61,0.0
ITEM00684,ORD01331,PROD0320,4,55007.83,10.0
ITEM00685,ORD00636,PROD0368,2,83772.27,5.0
ITEM00686,ORD01051,PROD0296,1,52707.51,20.0
ITEM00687,ORD00025,PROD0273,5,4145.23,0.0
ITEM00688,ORD01026,PROD0330,2,47488.72,5.0
ITEM00689,ORD00185,PROD0357,1,9328.44,15.0
ITEM00690,ORD00111,PROD0445,4,16729.96,5.0
ITEM00691,ORD00501,PROD0318,4,17054.61,10.0
ITEM00692,ORD01315,PROD0016,2,6490.48,0.0
ITEM00693,ORD01233,PROD0278,3,42897.99,25.0
ITEM00694,ORD00161,PROD0138,5,59146.41,5.0
ITEM00695,ORD00798,PROD0304,-2,63270.85,5.0
ITEM00696,ORD01240,PROD0418,2,38193.08,15.0
ITEM00697,ORD00723,PROD0325,5,774.44,20.0
ITEM00698,ORD00403,PROD0434,4,5034.15,25.0
ITEM00699,ORD01390,PROD0114,2,3626.85,10.0
ITEM00700,ORD00679,PROD0462,1,11040.96,5.0
ITEM00701,ORD01191,PROD0085,3,27932.36,0.0
ITEM00702,ORD00753,PROD0390,4,49829.11,0.0
ITEM00703,ORD00424,PROD0484,2,63854.41,40.0
ITEM00704,ORD00668,PROD0088,5,3251.18,0.0
ITEM00705,ORD00079,PROD0356,5,8598.02,15.0
ITEM00706,ORD01224,PROD0352,2,7087.19,25.0
ITEM00707,ORD01313,PROD0482,5,55673.51,20.0
ITEM00708,ORD00933,PROD0190,4,55504.47,10.0
ITEM00709,ORD00532,PROD0490,-5,21794.47,5.0
ITEM00710,ORD01128,PROD0313,4,52566.38,20.0
ITEM00711,ORD00191,PROD0148,2,9783.61,0.0
ITEM00712,ORD00853,PROD0157,1,77097.49,25.0
ITEM00713,ORD00384,PROD0458,5,43245.99,0.0
ITEM00714,ORD00419,PROD0427,4,52602.93,10.0
ITEM00715,ORD01475,PROD0085,5,23872.55,25.0
ITEM00716,ORD00986,PROD0171,3,21137.88,20.0
ITEM00717,ORD01023,PROD0045,2,3016.54,5.0
ITEM00718,ORD01220,PROD0046,4,29261.0,0.0
ITEM00719,ORD00539,PROD0424,1,17745.03,0.0
ITEM00720,ORD00842,PROD0089,2,13873.7,25.0
ITEM00721,ORD00187,PROD0244,5,54407.95,0.0
ITEM00722,ORD00097,PROD0409,3,31537.21,0.0
ITEM00723,ORD00223,PROD0492,2,8396.21,15.0
ITEM00724,ORD00577,PROD0330,3,68437.12,40.0
ITEM00725,ORD01012,PROD0406,3,31813.52,0.0
ITEM00726,ORD01337,PROD0197,1,48023.15,15.0
ITEM00727,ORD00294,PROD0269,1,15869.71,15.0
ITEM00728,ORD00647,PROD0428,4,140.71,0.0
ITEM00729,ORD01391,PROD0185,5,48796.41,10.0
ITEM00730,ORD00093,PROD0439,4,65421.34,0.0
ITEM00731,ORD00643,PROD0071,5,76324.77,25.0
ITEM00732,ORD00711,PROD0415,4,80882.85,0.0
ITEM00733,ORD01241,PROD0167,5,53492.74,10.0
ITEM00734,ORD01462,PROD0406,5,48169.44,10.0
ITEM00735,ORD01080,PROD0153,2,4008.98,10.0
ITEM00736,ORD01332,PROD0173,3,62449.11,10.0
ITEM00737,ORD00691,PROD0174,4,5723.58,40.0
ITEM00738,ORD01107,PROD0408,5,9236.85,0.0
ITEM00739,ORD00432,PROD0258,5,15696.76,30.0
ITEM00740,ORD00707,PROD0496,4,46240.52,50.0
ITEM00741,ORD01056,PROD0014,1,21643.34,30.0
ITEM00742,ORD00565,PROD0022,3,58380.04,5.0
ITEM00743,ORD00948,PROD0118,2,55631.82,0.0
ITEM00744,ORD00222,PROD0122,1,38468.65,20.0
ITEM00745,ORD00735,PROD0445,2,16272.22,0.0
ITEM00746,ORD00233,PROD0175,5,68645.96,0.0
ITEM00747,ORD00396,PROD0325,2,586.05,15.0
ITEM00748,ORD01215,PROD0146,5,50255.34,10.0
ITEM00749,ORD00421,PROD0197,5,41977.85,50.0
ITEM00750,ORD00471,PROD0252,2,37439.81,10.0
ITEM00751,ORD01367,PROD0461,4,48423.14,20.0
ITEM00752,ORD01115,PROD0150,2,48774.53,20.0
ITEM00753,ORD00308,PROD0067,5,59878.81,50.0
ITEM00754,ORD01280,PROD0361,3,55909.62,0.0
ITEM00755,ORD00022,PROD0487,5,59151.41,0.0
ITEM00756,ORD00377,PROD0417,5,14844.89,25.0
ITEM00757,ORD01368,PROD0055,2,1383.08,25.0
ITEM00758,ORD01422,PROD0065,2,27421.13,25.0
ITEM00759,ORD00433,PROD0331,3,23942.21,15.0
ITEM00760,ORD00179,PROD0031,1,13725.06,30.0
ITEM00761,ORD01461,PROD0267,3,19164.01,10.0
ITEM00762,ORD00967,PROD0105,4,38319.89,5.0
ITEM00763,ORD00684,PROD0273,4,3729.85,10.0
ITEM00764,ORD00452,PROD0362,4,24475.76,0.0
ITEM00765,ORD00501,PROD0093,4,35919.94,10.0
ITEM00766,ORD00369,PROD0134,3,67076.39,10.0
ITEM00767,ORD00657,PROD0137,4,65587.02,0.0
ITEM00768,ORD00771,PROD0293,3,21690.66,0.0
ITEM00769,ORD01271,PROD0047,4,72191.1,5.0
ITEM00770,ORD00032,PROD0337,1,69714.82,5.0
ITEM00771,ORD00368,PROD0282,4,36442.12,40.0
ITEM00772,ORD01439,PROD0331,-1,33020.51,10.0
ITEM00773,ORD00289,PROD0111,2,34997.15,30.0
ITEM00774,ORD00273,PROD0336,2,17717.53,40.0
ITEM00775,ORD01017,PROD0475,-2,42649.27,0.0
ITEM00776,ORD00099,PROD0296,5,81148.29,0.0
ITEM00777,ORD01481,PROD0211,1,17106.94,20.0
ITEM00778,ORD00244,PROD0410,5,56888.96,0.0
ITEM00779,ORD00993,PROD0156,5,2847.27,0.0
ITEM00780,ORD01294,PROD0460,3,5171.04,20.0
ITEM00781,ORD01347,PROD0126,5,72217.86,0.0
ITEM00782,ORD00325,PROD0285,3,16539.92,10.0
ITEM00783,ORD00703,PROD0251,4,62575.9,20.0
ITEM00784,ORD01086,PROD0452,2,55580.13,25.0
ITEM00785,ORD00864,PROD0149,1,44807.29,10.0
ITEM00786,ORD01397,PROD0134,5,71140.91,25.0
ITEM00787,ORD00561,PROD0397,1,37376.47,0.0
ITEM00788,ORD01045,PROD0229,5,75004.96,10.0
ITEM00789,ORD00639,PROD0096,4,30928.67,0.0
ITEM00790,ORD00287,PROD0029,5,2312.14,10.0
ITEM00791,ORD00076,PROD0270,1,41345.72,0.0
ITEM00792,ORD00559,PROD0363,3,28977.45,0.0
ITEM00793,ORD01218,PROD0488,5,32968.42,0.0
ITEM00794,ORD00540,PROD0077,1,18599.83,0.0
ITEM00795,ORD01323,PROD0187,1,54345.89,10.0
ITEM00796,ORD01148,PROD0089,1,10983.46,0.0
ITEM00797,ORD01077,PROD0284,4,27372.2,10.0
ITEM00798,ORD01196,PROD0260,4,65357.35,5.0
ITEM00799,ORD00581,PROD0108,3,41363.13,15.0
ITEM00800,ORD01473,PROD0183,-5,53611.6,5.0
ITEM00801,ORD00091,PROD0032,1,22185.68,0.0
ITEM00802,ORD00060,PROD0143,2,3743.57,30.0
ITEM00803,ORD00577,PROD0331,5,25415.49,25.0
ITEM00804,ORD00491,PROD0294,4,33043.45,0.0
ITEM00805,ORD00896,PROD0428,2,218.32,25.0
ITEM00806,ORD01446,PROD0293,1,21251.36,0.0
ITEM00807,ORD00240,PROD0077,2,27832.64,20.0
ITEM00808,ORD00701,PROD0374,3,70791.67,15.0
ITEM00809,ORD00471,PROD0048,4,25826.58,0.0
ITEM00810,ORD00336,PROD0445,2,20719.09,0.0
ITEM00811,ORD00854,PROD0422,1,38220.4,10.0
ITEM00812,ORD00879,PROD0241,5,31745.55,10.0
ITEM00813,ORD00229,PROD0312,2,33591.42,5.0
ITEM00814,ORD00742,PROD0325,2,487.64,0.0
ITEM00815,ORD00454,PROD0081,4,4046.26,10.0
ITEM00816,ORD00565,PROD0386,1,76656.86,0.0
ITEM00817,ORD00023,PROD0395,1,56265.65,0.0
ITEM00818,ORD00865,PROD0196,2,13636.55,30.0
ITEM00819,ORD00548,PROD0022,1,56885.31,10.0
ITEM00820,ORD00791,PROD0371,5,43782.53,20.0
ITEM00821,ORD01493,PROD0478,5,12606.68,20.0
ITEM00822,ORD00870,PROD0110,5,34415.52,0.0
ITEM00823,ORD01019,PROD0195,5,22973.33,0.0
ITEM00824,ORD00893,PROD0092,3,37987.52,20.0
ITEM00825,ORD01353,PROD0054,3,46451.82,0.0
ITEM00826,ORD00642,PROD0047,5,62693.5,15.0
ITEM00827,ORD00670,PROD0321,3,38932.07,25.0
ITEM00828,ORD00600,PROD0296,2,70272.06,0.0
ITEM00829,ORD01218,PROD0147,1,3352.49,25.0
ITEM00830,ORD00349,PROD0303,3,14659.28,50.0
ITEM00831,ORD00101,PROD0180,1,21730.45,25.0
ITEM00832,ORD00542,PROD0377,2,40799.87,20.0
ITEM00833,ORD01352,PROD0292,2,19006.4,20.0
ITEM00834,ORD00757,PROD0299,1,50854.49,20.0
ITEM00835,ORD00067,PROD0118,1,67475.93,0.0
ITEM00836,ORD00497,PROD0098,3,59023.53,10.0
ITEM00837,ORD00567,PROD0277,3,30865.22,20.0
ITEM00838,ORD00597,PROD0067,1,54020.06,0.0
ITEM00839,ORD01408,PROD0039,2,57064.28,0.0
ITEM00840,ORD00799,PROD0247,4,61353.85,0.0
ITEM00841,ORD01467,PROD0315,2,43518.89,10.0
ITEM00842,ORD00200,PROD0143,5,2173.83,15.0
ITEM00843,ORD01043,PROD0227,1,30474.93,10.0
ITEM00844,ORD00888,PROD0442,4,47494.87,0.0
ITEM00845,ORD00976,PROD0065,5,40246.8,15.0
ITEM00846,ORD00066,PROD0462,3,6815.92,0.0
ITEM00847,ORD01216,PROD0443,1,52488.43,0.0
ITEM00848,ORD00244,PROD0364,1,15902.39,0.0
ITEM00849,ORD01444,PROD0064,3,14497.93,30.0
ITEM00850,ORD00390,PROD0208,5,41743.1,30.0
ITEM00851,ORD00401,PROD0328,4,65238.17,30.0
ITEM00852,ORD01356,PROD0158,3,5076.33,10.0
ITEM00853,ORD01361,PROD0347,3,67885.78,5.0
ITEM00854,ORD00970,PROD0218,2,35268.59,0.0
ITEM00855,ORD00474,PROD0431,3,20997.55,10.0
ITEM00856,ORD01195,PROD0002,5,48359.03,0.0
ITEM00857,ORD00281,PROD0061,5,72749.33,0.0
ITEM00858,ORD00257,PROD0107,4,33428.04,10.0
ITEM00859,ORD00350,PROD0052,3,23398.86,20.0
ITEM00860,ORD01055,PROD0047,4,71270.85,10.0
ITEM00861,ORD00033,PROD0279,1,39037.62,25.0
ITEM00862,ORD00583,PROD0344,1,42788.12,0.0
ITEM00863,ORD00045,PROD0016,1,7163.88,40.0
ITEM00864,ORD01398,PROD0361,1,51572.84,0.0
ITEM00865,ORD00392,PROD0022,1,69173.8,0.0
ITEM00866,ORD01019,PROD0237,3,50214.17,0.0
ITEM00867,ORD01422,PROD0025,-3,49022.8,5.0
ITEM00868,ORD00265,PROD0272,4,48702.5,5.0
ITEM00869,ORD00113,PROD0411,-1,55861.46,20.0
ITEM00870,ORD01448,PROD0013,4,17091.14,0.0
ITEM00871,ORD00993,PROD0273,-3,5612.54,10.0
ITEM00872,ORD00684,PROD0361,3,66528.85,10.0
ITEM00873,ORD00867,PROD0105,1,26453.72,5.0
ITEM00874,ORD01485,PROD0344,2,54657.91,15.0
ITEM00875,ORD00453,PROD0081,4,6191.82,30.0
ITEM00876,ORD01305,PROD0430,4,6689.55,10.0
ITEM00877,ORD00551,PROD0077,5,19363.51,0.0
ITEM00878,ORD01482,PROD0124,4,29922.42,0.0
ITEM00879,ORD00380,PROD0030,4,85190.25,10.0
ITEM00880,ORD00631,PROD0052,3,21443.27,15.0
ITEM00881,ORD00457,PROD0013,1,27358.25,0.0
ITEM00882,ORD00248,PROD0302,4,40835.98,0.0
ITEM00883,ORD00387,PROD0130,3,40161.1,10.0
ITEM00884,ORD00826,PROD0279,5,63128.56,0.0
ITEM00885,ORD00711,PROD0367,3,70673.71,10.0
ITEM00886,ORD01089,PROD0162,1,53818.92,5.0
ITEM00887,ORD00232,PROD0089,5,11024.29,15.0
ITEM00888,ORD00113,PROD0020,3,6515.23,15.0
ITEM00889,ORD00794,PROD0307,4,75558.47,20.0
ITEM00890,ORD00854,PROD0271,2,71276.66,15.0
ITEM00891,ORD00482,PROD0102,4,52081.45,15.0
ITEM00892,ORD01363,PROD0417,5,17438.53,10.0
ITEM00893,ORD01486,PROD0150,4,34537.16,40.0
ITEM00894,ORD01433,PROD0077,3,21426.07,40.0
ITEM00895,ORD00404,PROD0249,3,49267.55,0.0
ITEM00896,ORD00919,PROD0426,3,2820.09,10.0
ITEM00897,ORD00037,PROD0108,5,42311.44,15.0
ITEM00898,ORD00970,PROD0305,5,3412.08,30.0
ITEM00899,ORD01184,PROD0313,1,56879.82,0.0
ITEM00900,ORD01462,PROD0422,2,57637.83,30.0
ITEM00901,ORD00335,PROD0435,2,923.54,0.0
ITEM00902,ORD00058,PROD0240,4,18873.19,25.0
ITEM00903,ORD00569,PROD0277,1,40210.8,0.0
ITEM00904,ORD00089,PROD0029,1,3076.91,15.0
ITEM00905,ORD00695,PROD0339,1,46191.2,25.0
ITEM00906,ORD00480,PROD0462,1,11106.87,0.0
ITEM00907,ORD00843,PROD0351,5,7269.43,10.0
ITEM00908,ORD00517,PROD0305,5,3902.06,10.0
ITEM00909,ORD00123,PROD0076,1,14079.06,40.0
ITEM00910,ORD01258,PROD0493,5,21482.14,10.0
ITEM00911,ORD00112,PROD0301,5,28079.84,0.0
ITEM00912,ORD00268,PROD0421,5,28955.1,30.0
ITEM00913,ORD00584,PROD0458,5,36913.49,0.0
ITEM00914,ORD00768,PROD0389,3,22182.82,10.0
ITEM00915,ORD01499,PROD0378,5,35842.18,50.0
ITEM00916,ORD00314,PROD0498,4,49759.42,30.0
ITEM00917,ORD01314,PROD0277,1,27066.49,0.0
ITEM00918,ORD00506,PROD0024,3,1649.28,10.0
ITEM00919,ORD00341,PROD0048,2,34803.75,25.0
ITEM00920,ORD01171,PROD0195,3,26329.39,10.0
ITEM00921,ORD01367,PROD0047,1,82829.51,30.0
ITEM00922,ORD01060,PROD0262,5,7938.37,0.0
ITEM00923,ORD00290,PROD0085,4,34371.7,10.0
ITEM00924,ORD00758,PROD0259,4,42565.2,10.0
ITEM00925,ORD00816,PROD0344,-4,58092.36,15.0
ITEM00926,ORD00336,PROD0026,5,49028.73,5.0
ITEM00927,ORD00550,PROD0366,1,21419.48,20.0
ITEM00928,ORD00004,PROD0217,4,41174.58,0.0
ITEM00929,ORD00716,PROD0461,2,46183.29,0.0
