order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,discount_pct,gross_amount,payment_method,order_status
O0002663,2025-10-31 09:44:00,C01713,P00101,S049,4,13507.47,0.1,54029.88,CARD,cancelled
O0002664,2025-11-26 00:20:00,C00676,P00557,S001,2,8177.98,0.15,14720.36,UPI,cancelled
O0002665,2025-11-08 18:12:00,C00457,P00361,S008,1,62602.53,0.15,53212.15,UPI,delivered
O0002666,2026-01-19 12:07:00,C00903,P00444,S059,4,59995.5,0.0,239982.0,COD,returned
O0002667,2025-10-16 08:07:00,C01815,P00624,S056,1,21594.74,0.05,18355.53,UPI,returned
O0002668,2026-02-25 09:26:00,C00200,P00563,S060,4,26173.66,0.1,88990.44,NETBANKING,delivered
O0002669,2025-11-08 04:38:00,C02102,P00686,S063,5,28968.34,0.1,144841.7,NETBANKING,cancelled
O0002670,2026-02-22 17:32:00,C00888,P00467,S045,5,54672.39,0.15,246025.76,NETBANKING,returned
O0002671,2026-03-25 13:11:00,C00960,P00013,S005,4,41841.84,0.15,158998.99,UPI,shipped
O0002672,2025-12-05 15:52:00,C00066,P00119,S025,3,54013.86,0.05,145837.42,NETBANKING,cancelled
O0002673,2025-11-08 23:42:00,C01565,P00457,S067,1,70520.17,0.0,63468.15,COD,delivered
O0002674,2026-02-15 05:58:00,C01662,P00316,S016,5,78380.74,0.05,352713.33,NETBANKING,delivered
O0002675,2026-01-16 10:03:00,C00888,P00677,S014,5,86705.09,0.1,411849.18,NETBANKING,delivered
O0002676,2026-01-29 17:05:00,C01494,P00109,S066,2,45170.92,0.0,90341.84,CARD,cancelled
O0002677,2026-02-26 00:01:00,C01245,P00443,S040,3,70361.03,0.1,211083.09,COD,delivered
O0002678,2025-12-28 21:51:00,C01346,P00101,S029,5,unknown,0.1,bad_amount,CARD,cancelled
O0002679,2026-02-21 18:56:00,C00658,P00445,S069,1,40942.26,0.0,40942.26,UPI,returned
O0002680,2026-02-06 13:43:00,C02141,P00075,S038,1,35109.15,0.1,29842.78,UPI,cancelled
O0002681,2026-03-13 13:55:00,C01954,P00778,S060,4,34760.41,0.05,139041.64,COD,delivered
O0002682,2025-10-01 13:56:00,C01403,P00759,S067,4,41566.57,0.1,166266.28,CARD,shipped
O0002683,2026-03-23 00:16:00,C01985,P00729,S042,5,83397.91,0.15,354441.12,CARD,shipped
O0002684,2025-10-02 01:14:00,C01498,P00067,S067,1,24833.93,0.15,24833.93,UPI,cancelled
O0002685,2025-12-28 18:35:00,C00624,P00703,S040,5,86120.56,0.1,409072.66,NETBANKING,cancelled
O0002686,2025-12-07 20:06:00,C02073,P00217,S024,5,75613.95,0.1,340262.78,UPI,returned
O0002687,2026-02-24 01:05:00,C00952,P00218,S034,1,33601.76,0.05,28561.5,CARD,cancelled
O0002688,2026-02-02 22:48:00,C02365,P00314,S022,4,55389.84,0.15,199403.42,CARD,delivered
O0002689,2026-03-07 21:47:00,C01082,P00204,S036,3,38540.65,0.1,104059.76,CARD,delivered
O0002690,2025-12-01 16:40:00,C01284,P00664,S044,1,45170.92,0.15,45170.92,NETBANKING,returned
O0002691,2025-12-10 03:43:00,C02236,P00782,S047,3,42058.36,0.1,119866.33,CARD,delivered
O0002692,2025-11-22 15:23:00,C02498,P00507,S032,1,1030.32,0.0,978.8,NETBANKING,shipped
O0002693,2025-11-12 10:09:00,C00962,P00258,S019,2,76903.69,0.0,138426.64,CARD,returned
O0002694,2025-12-29 23:30:00,C01791,P00170,S071,5,39002.43,0.0,175510.93,NETBANKING,delivered
O0002695,2025-11-27 11:01:00,C01335,P00790,S042,1,5620.83,0.0,5058.75,COD,returned
O0002696,2025-11-13 19:57:00,C02217,P00164,S067,3,8448.17,0.15,21542.83,CARD,shipped
O0002697,2026-04-07 11:33:00,C02362,P00194,S058,4,7726.84,0.0,29361.99,NETBANKING,delivered
O0002698,2026-03-11 20:23:00,C01559,P00020,S068,5,2194.3,0.0,10422.92,COD,shipped
O0002699,2026-02-15 04:52:00,,P00724,S011,2,54171.73,0.15,102926.29,NETBANKING,shipped
O0002700,2025-10-06 02:05:00,C01841,P00766,S004,3,24833.93,0.05,70776.7,COD,delivered
O0002701,2025-12-13 14:30:00,C02232,P00522,S054,3,85783.24,0.05,218747.26,NETBANKING,delivered
O0002702,2025-11-30 14:37:00,C00033,P00538,S004,5,37605.09,0.1,159821.63,CARD,returned
O0002703,2025-11-17 17:59:00,C00721,P00722,S020,5,373.78,0.05,1868.9,NETBANKING,shipped
O0002704,2026-01-24 22:47:00,C01594,P00277,S037,3,53037.26,0.1,135245.01,UPI,delivered
O0002705,2026-03-10 10:59:00,C00628,P00013,S070,4,31734.05,0.05,120589.39,COD,cancelled
O0002706,2025-12-05 21:17:00,C00500,P00215,S067,2,86592.47,0.0,147207.2,NETBANKING,delivered
O0002707,2026-02-21 21:56:00,C02336,P00607,S026,4,33334.36,0.1,113336.82,COD,delivered
O0002708,2025-10-10 12:42:00,C02125,P00738,S020,5,unknown,0.05,bad_amount,UPI,cancelled
O0002709,2025-11-07 18:33:00,C00760,P00497,S065,4,12387.77,0.1,44595.97,NETBANKING,delivered
O0002710,2025-10-15 07:26:00,C01476,P00386,S043,2,19012.41,0.15,38024.82,CARD,shipped
O0002711,2026-03-10 01:43:00,C00301,P00144,S028,5,84892.48,0.1,382016.16,CARD,returned
O0002712,2026-02-13 17:39:00,C02247,P00527,S067,5,73427.15,0.15,367135.75,UPI,returned
O0002713,2025-10-18 02:56:00,C01157,P00611,S023,1,21594.74,0.05,21594.74,NETBANKING,delivered
O0002714,2025-12-02 13:32:00,C02288,P00679,S065,1,38089.33,0.1,34280.4,COD,shipped
O0002715,2025-11-23 15:08:00,C01768,P00732,S064,1,666.03,0.15,632.73,NETBANKING,delivered
O0002716,2026-02-21 07:49:00,C02066,P00057,S039,1,86178.56,0.05,86178.56,COD,delivered
O0002717,2025-10-12 18:30:00,C01540,P00525,S034,5,89625.7,0.05,403315.65,UPI,returned
O0002718,2025-11-01 17:48:00,C01144,P00474,S022,1,70520.17,0.0,59942.14,CARD,delivered
O0002719,2025-11-01 05:24:00,C01806,P00317,S050,3,unknown,0.0,bad_amount,CARD,delivered
O0002720,2025-11-03 21:13:00,C02005,P00541,S015,1,47851.67,0.15,47851.67,UPI,shipped
O0002721,2025-11-15 22:15:00,C02155,P00558,S071,2,67853.0,0.0,122135.4,UPI,returned
O0002722,2025-12-21 19:51:00,C00896,P00025,S034,2,31334.27,0.0,53268.26,NETBANKING,shipped
O0002723,2025-11-03 14:10:00,C00040,P00589,S045,4,65681.17,0.05,262724.68,UPI,delivered
O0002724,2025-10-05 02:29:00,C01327,P00066,S029,5,15278.52,0.15,72572.97,CARD,delivered
O0002725,2025-11-19 17:41:00,C01839,P00033,S023,1,83992.66,0.0,79793.03,UPI,returned
O0002726,2025-12-19 00:04:00,C00338,P00722,S031,3,86219.46,0.15,219859.62,UPI,cancelled
O0002727,2026-02-04 04:57:00,C01157,P00374,S007,4,68133.99,0.0,272535.96,NETBANKING,delivered
O0002728,2026-03-26 21:56:00,C00848,P00372,S004,3,20332.68,0.0,57948.14,NETBANKING,delivered
O0002729,2026-01-16 04:20:00,C02361,P00279,S049,1,27187.86,0.0,24469.07,NETBANKING,delivered
O0002730,2025-10-10 11:42:00,C00412,P00212,S029,1,22142.03,0.05,19927.83,UPI,returned
O0002731,2026-01-10 14:12:00,C01202,P00001,S062,1,57641.04,0.1,54758.99,UPI,delivered
O0002732,2025-12-26 18:40:00,C00979,P00243,S073,two,65862.3,0.0,237104.28,CARD,cancelled
O0002733,2025-11-27 21:33:00,C00822,P00227,S013,3,67003.91,0.1,180910.56,UPI,delivered
O0002734,2025-10-08 17:19:00,C01545,P00500,S047,1,87853.14,0.0,83460.48,UPI,shipped
O0002735,2026-01-19 16:15:00,C01486,P00006,S003,1,26670.55,0.05,22669.97,COD,shipped
O0002736,2026-01-01 16:45:00,C00661,P00061,S013,3,86219.46,0.0,232792.54,UPI,delivered
O0002737,2025-11-24 05:00:00,C00431,P00615,S067,1,36980.6,0.0,33282.54,NETBANKING,delivered
O0002738,2026-03-02 03:54:00,C00133,P00468,S044,4,73997.56,0.0,266391.22,CARD,cancelled
O0002739,2026-01-27 15:40:00,C01150,P00411,S013,3,57337.67,0.15,172013.01,CARD,delivered
O0002740,2026-03-22 20:58:00,C00804,P00751,S056,5,7484.53,0.1,33680.39,NETBANKING,returned
O0002741,2026-04-09 20:35:00,C00042,P00146,S001,4,33311.51,0.1,126583.74,NETBANKING,delivered
O0002742,2025-10-08 07:24:00,C01999,P00386,S038,3,6646.48,0.0,17945.5,COD,shipped
O0002743,2025-11-06 23:45:00,C01211,P00346,S028,4,68692.94,0.0,233556.0,COD,shipped
O0002744,2026-02-26 11:22:00,C00204,P00149,S003,1,85906.24,0.15,85906.24,COD,shipped
O0002745,2026-01-29 06:20:00,C00554,P00460,S018,4,unknown,0.1,bad_amount,CARD,cancelled
O0002746,2026-03-11 02:02:00,C01070,P00332,S008,5,61875.0,0.0,293906.25,COD,cancelled
O0002747,2026-03-20 09:28:00,C01714,P00007,S057,1,50875.13,0.1,48331.37,UPI,cancelled
O0002748,2025-10-16 13:00:00,C01487,P00174,S043,2,unknown,0.1,bad_amount,CARD,delivered
O0002749,2025-11-18 08:47:00,C00764,P00192,S070,1,40245.92,0.0,34209.03,COD,shipped
O0002750,2025-10-18 15:23:00,C00395,P00398,S032,3,69138.45,0.15,207415.35,UPI,shipped
O0002751,2026-02-18 08:35:00,C01826,P00193,S027,2,28237.73,0.05,56475.46,NETBANKING,returned
O0002752,2026-03-11 03:01:00,C02397,P00434,S046,5,unknown,0.15,bad_amount,UPI,delivered
O0002753,2025-10-16 12:18:00,C01965,P00386,S034,4,35238.69,0.15,119811.55,COD,cancelled
O0002754,2025-11-13 10:57:00,C01446,P00060,S010,1,24215.81,0.1,21794.23,CARD,returned
O0002755,2026-02-26 18:09:00,C02377,P00593,S022,3,80821.7,0.15,242465.1,UPI,delivered
O0002756,2025-11-06 16:22:00,C01028,P00245,S068,3,19311.58,0.05,57934.74,COD,shipped
O0002757,2025-11-06 00:15:00,C01382,P00578,S016,2,50562.19,0.0,85955.72,UPI,shipped
O0002758,2025-11-17 16:54:00,C01388,P00200,S002,2,56559.9,0.15,113119.8,NETBANKING,delivered
O0002759,2025-10-04 23:42:00,C00930,P00576,S068,5,71889.3,0.1,359446.5,UPI,delivered
O0002760,2026-04-07 13:40:00,C02427,P00146,S009,4,18858.59,0.0,64119.21,UPI,shipped
O0002761,2025-10-04 15:56:00,C00144,P00617,S046,1,78473.17,0.15,66702.19,COD,shipped
O0002762,2025-12-29 22:17:00,,P00254,S066,1,55077.48,0.15,55077.48,NETBANKING,cancelled
O0002763,2025-11-23 17:41:00,C01301,P00763,S048,3,62580.71,0.15,187742.13,NETBANKING,cancelled
O0002764,2026-03-05 10:38:00,C02307,P00387,S024,4,84098.93,0.15,319575.93,CARD,delivered
O0002765,2026-04-02 15:13:00,C02004,P00775,S006,2,10674.3,0.05,20281.17,UPI,returned
O0002766,2026-03-20 01:20:00,C00448,P00272,S009,4,82209.09,0.05,295952.72,COD,delivered
O0002767,2025-10-06 14:25:00,C00616,P00592,S065,5,73520.93,0.15,349224.42,NETBANKING,returned
O0002768,2025-10-22 20:40:00,C00356,P00598,S014,4,49801.37,0.15,179284.93,UPI,delivered
O0002769,2026-03-24 08:11:00,C01809,P00257,S028,2,35995.69,0.15,68391.81,CARD,returned
O0002770,2025-10-12 02:13:00,C00790,P00295,S010,1,10497.22,0.05,9447.5,COD,cancelled
O0002771,2026-04-02 03:51:00,C02301,P00147,S053,4,unknown,0.0,bad_amount,UPI,delivered
O0002772,2026-04-08 09:29:00,C01824,P00210,S033,4,58494.71,0.15,233978.84,NETBANKING,delivered
O0002773,2026-04-06 11:19:00,C01430,P00428,S040,1,68471.77,0.15,61624.59,CARD,delivered
O0002774,2026-03-16 03:49:00,C02427,P00181,S052,4,84203.59,0.15,303132.92,CARD,cancelled
O0002775,2026-03-13 23:01:00,C00916,P00562,S025,1,72217.82,0.0,64996.04,UPI,shipped
O0002776,2026-02-18 21:23:00,C01658,P00383,S056,4,38089.33,0.0,152357.32,UPI,shipped
O0002777,2025-10-18 16:43:00,C01153,P00292,S052,5,6961.32,0.05,33066.27,CARD,cancelled
O0002778,2025-10-17 14:13:00,C00140,P00559,S059,3,87048.32,0.05,221973.22,NETBANKING,delivered
O0002779,2025-10-21 08:36:00,C02115,P00088,S025,2,12328.05,0.15,24656.1,CARD,delivered
O0002780,2026-02-28 23:12:00,C01252,P00348,S001,5,2774.01,0.05,13870.05,UPI,returned
O0002781,2026-04-08 07:17:00,C01646,P00294,S063,5,65194.16,0.15,325970.8,COD,returned
O0002782,2025-11-17 23:30:00,C02274,P00099,S027,2,22217.67,0.05,37770.04,NETBANKING,delivered
O0002783,2026-03-28 05:40:00,C02287,P00077,S047,4,22142.03,0.1,88568.12,CARD,returned
O0002784,2025-11-17 11:44:00,C00140,P00180,S012,5,17399.1,0.05,82645.72,NETBANKING,cancelled
O0002785,2025-10-17 13:03:00,C00298,P00744,S061,2,16028.07,0.15,28850.53,NETBANKING,delivered
O0002786,2025-11-09 16:31:00,C01934,P00164,S053,3,53873.42,0.1,161620.26,UPI,delivered
O0002787,2025-12-26 22:01:00,C01710,P00493,S069,2,25905.25,0.0,51810.5,CARD,returned
O0002788,2026-02-08 21:15:00,C02465,P00664,S070,4,19780.97,0.1,75167.69,CARD,delivered
O0002789,2026-02-20 04:50:00,C02118,P00099,S036,2,69911.56,0.15,118849.65,COD,delivered
O0002790,2026-03-01 10:15:00,C00996,P00795,S023,4,54013.86,0.0,205252.67,NETBANKING,delivered
O0002791,2026-03-11 09:52:00,C00351,P00349,S056,5,65862.3,0.05,329311.5,CARD,delivered
O0002792,2026-03-27 12:31:00,C02360,P00287,S050,5,29725.2,0.15,148626.0,UPI,delivered
O0002793,2025-12-10 22:04:00,C01046,P00302,S057,2,22217.67,0.0,44435.34,CARD,delivered
O0002794,2026-02-21 06:48:00,C02247,P00458,S040,4,65508.38,0.1,235830.17,NETBANKING,delivered
O0002795,2025-11-24 14:34:00,C01965,P00227,S017,5,31812.32,0.15,159061.6,NETBANKING,cancelled
O0002796,2025-10-07 22:26:00,C00272,P00723,S031,2,41407.8,0.15,74534.04,UPI,cancelled
O0002797,2026-01-01 15:18:00,C02432,P00562,S033,1,24813.81,0.05,21091.74,NETBANKING,cancelled
O0002798,2026-03-31 07:43:00,C01706,P00800,S011,2,9724.96,0.1,17504.93,COD,delivered
O0002799,2025-12-27 15:28:00,C02149,P00371,S073,4,42466.83,0.05,144387.22,COD,shipped
O0002800,2026-02-07 07:26:00,C01802,P00299,S040,1,67394.88,0.05,64025.14,CARD,returned
O0002801,2026-01-05 01:18:00,C01329,P00005,S024,2,86969.03,0.1,156544.25,NETBANKING,cancelled
O0002802,2026-03-13 01:09:00,C01364,P00602,S072,1,6922.87,0.0,6576.73,NETBANKING,delivered
O0002803,2026-04-04 00:14:00,C00854,P00783,S021,4,67197.88,0.1,228472.79,UPI,delivered
O0002804,2026-02-08 23:01:00,C01047,P00093,S021,3,30894.86,0.15,78781.89,UPI,returned
O0002805,2026-04-06 12:20:00,C02147,P00424,S014,3,34862.45,0.15,104587.35,UPI,cancelled
O0002806,2026-04-04 23:32:00,C00328,P00241,S017,2,84098.93,0.1,159787.97,UPI,delivered
O0002807,2026-03-23 15:50:00,C00744,P00368,S006,3,86592.47,0.0,233799.67,NETBANKING,shipped
O0002808,2026-01-23 11:23:00,C02136,P00388,S028,3,82880.04,0.05,223776.11,UPI,delivered
O0002809,2026-03-25 21:31:00,C01616,P00061,S044,1,33311.51,0.1,29980.36,NETBANKING,delivered
O0002810,2026-02-11 22:40:00,C02344,P00415,S001,3,53756.74,0.0,161270.22,NETBANKING,cancelled
O0002811,2025-10-30 13:56:00,C00794,P00082,S057,1,18432.07,0.15,16588.86,NETBANKING,delivered
O0002812,2026-03-27 05:18:00,C01543,P00616,S060,3,67059.62,0.0,181060.97,UPI,shipped
O0002813,2025-11-24 07:48:00,C01345,P00470,S043,4,37326.92,0.1,126911.53,COD,cancelled
O0002814,2025-10-05 12:35:00,C01712,P00022,S048,2,26670.55,0.05,50674.04,CARD,returned
O0002815,2026-02-17 05:52:00,C02411,P00410,S049,3,37629.61,0.0,95955.51,UPI,returned
O0002816,2026-01-28 10:33:00,C00443,P00297,S003,5,73184.59,0.05,329330.65,NETBANKING,delivered
O0002817,2025-12-18 16:28:00,C00566,P00761,S050,3,2808.32,0.0,8424.96,CARD,cancelled
O0002818,2026-03-06 01:55:00,C00091,P00616,S038,2,26013.63,0.1,49425.9,CARD,delivered
O0002819,2026-03-25 05:05:00,C01354,P00451,S004,2,64961.56,0.0,116930.81,NETBANKING,delivered
O0002820,2025-12-27 12:24:00,C01023,P00059,S049,5,74754.17,0.05,355082.31,NETBANKING,shipped
O0002821,2026-01-23 16:12:00,C01517,P00112,S007,4,24813.81,0.1,99255.24,UPI,delivered
O0002822,2026-01-11 15:29:00,C02484,P00370,S075,4,85324.61,0.05,290103.67,CARD,delivered
O0002823,2025-12-09 19:24:00,C00326,P00604,S054,4,78375.62,0.15,266477.11,COD,shipped
O0002824,2026-01-24 18:07:00,C01371,P00271,S004,2,29725.2,0.05,53505.36,COD,shipped
O0002825,2025-11-22 17:59:00,C02409,P00458,S052,5,85536.27,0.1,363529.15,UPI,delivered
O0002826,2026-03-22 12:24:00,C02074,P00619,S075,4,75613.95,0.15,257087.43,UPI,returned
O0002827,2026-01-31 16:27:00,C01217,P00126,S070,2,66545.66,0.05,133091.32,COD,returned
O0002828,2025-10-10 23:46:00,C01153,P00299,S034,5,8044.48,0.15,40222.4,COD,delivered
O0002829,2026-01-26 01:28:00,C01117,P00352,S020,2,59685.88,0.15,107434.58,NETBANKING,delivered
O0002830,2025-10-16 19:21:00,C02252,P00487,S036,3,21594.74,0.0,61545.01,NETBANKING,shipped
O0002831,2025-10-24 19:15:00,C01564,P00008,S031,5,51755.42,0.15,232899.39,CARD,returned
O0002832,2025-10-08 07:20:00,C00077,P00574,S048,4,36167.32,0.15,144669.28,NETBANKING,cancelled
O0002833,2025-10-01 23:30:00,C00784,P00590,S028,3,29725.2,0.05,89175.6,COD,cancelled
O0002834,2026-01-24 19:59:00,C01616,P00251,S012,4,53199.1,0.15,191516.76,NETBANKING,delivered
O0002835,2026-02-10 12:11:00,C02161,P00422,S009,4,72983.1,0.15,248142.54,CARD,delivered
O0002836,2026-02-21 12:13:00,C00043,P00203,S019,5,30615.63,0.15,145424.24,CARD,shipped
O0002837,2026-03-25 19:33:00,C02499,P00259,S052,4,68128.81,0.15,272515.24,COD,shipped
O0002838,2026-02-23 15:28:00,C00922,P00404,S039,1,19573.06,0.1,17615.75,CARD,shipped
O0002839,2026-02-22 20:21:00,C00447,P00669,S060,3,42058.36,0.15,119866.33,CARD,delivered
O0002840,2026-02-16 20:02:00,C02176,P00631,S032,1,70342.87,0.1,66825.73,CARD,returned
O0002841,2025-10-03 00:50:00,C01456,P00253,S050,5,65097.56,0.1,325487.8,UPI,shipped
O0002842,2026-03-12 11:25:00,C02453,P00041,S005,5,78191.92,0.0,332315.66,CARD,delivered
O0002843,2025-11-18 02:50:00,C00060,P00279,S016,3,47851.67,0.1,129199.51,NETBANKING,shipped
O0002844,2026-02-09 22:17:00,C02119,P00428,S012,2,29119.69,0.05,49503.47,NETBANKING,cancelled
O0002845,2026-04-05 18:47:00,C00927,P00245,S043,2,77257.9,0.15,146790.01,COD,delivered
O0002846,2025-10-06 02:35:00,C01834,P00404,S049,3,11394.9,0.0,30766.23,NETBANKING,delivered
O0002847,2026-02-25 22:49:00,C01153,P00067,S002,3,56384.75,0.05,143781.11,UPI,returned
O0002848,2025-12-18 02:40:00,C01671,P00378,S018,4,62580.71,0.05,237806.7,COD,cancelled
O0002849,2026-01-03 22:57:00,C00261,P00131,S008,3,69467.49,0.05,177142.1,COD,cancelled
O0002850,2026-01-25 21:11:00,C00213,P00078,S066,4,59535.27,0.05,214326.97,UPI,shipped
O0002851,2026-03-23 06:52:00,C01074,P00185,S044,3,65078.6,0.15,175712.22,CARD,returned
O0002852,2026-03-21 13:51:00,C01017,P00519,S037,1,46799.63,0.15,46799.63,COD,delivered
O0002853,2025-12-02 23:48:00,C01898,P00689,S035,3,79522.54,0.0,238567.62,COD,delivered
O0002854,2026-01-04 22:56:00,C00213,P00777,S045,5,85536.27,0.1,384913.22,COD,cancelled
O0002855,2026-04-01 11:04:00,C00095,P00678,S056,2,28120.7,0.0,47805.19,UPI,returned
O0002856,2026-99-99 10:00:00,C01801,P00160,S043,5,55208.34,0.05,262239.61,UPI,delivered
O0002857,2025-10-31 10:34:00,C00934,P00783,S033,3,12049.67,0.1,32534.11,CARD,returned
O0002858,2025-10-05 22:20:00,C00251,P00599,S022,3,50562.19,0.05,151686.57,UPI,returned
O0002859,2025-12-30 01:30:00,C00062,P00351,S025,5,46799.63,0.0,222298.24,UPI,delivered
O0002860,2025-12-09 20:46:00,C01591,P00146,S004,2,35912.33,0.1,68233.43,COD,shipped
O0002861,2026-03-30 11:59:00,C02487,P00510,S048,4,23071.88,0.15,83058.77,COD,cancelled
O0002862,2026-02-17 22:14:00,C02468,P00595,S038,2,1552.71,0.05,2950.15,UPI,delivered
O0002863,2026-02-26 21:22:00,C01823,P00561,S057,1,29491.73,0.05,26542.56,UPI,returned
O0002864,2025-12-27 15:11:00,C02124,P00204,S002,5,39118.67,0.0,166254.35,NETBANKING,shipped
O0002865,2026-03-11 20:37:00,C00073,P00462,S038,5,73390.3,0.1,311908.77,NETBANKING,delivered
O0002866,2026-03-21 10:43:00,C00015,P00215,S021,4,35109.15,0.15,119371.11,UPI,returned
O0002867,2026-03-13 16:28:00,C01345,P00055,S075,3,71506.81,0.0,182342.37,CARD,delivered
O0002868,2026-02-02 10:56:00,C01640,P00600,S007,2,8657.38,0.15,15583.28,COD,delivered
O0002869,2026-02-26 00:40:00,C01967,P00507,S025,4,46560.04,0.05,167616.14,UPI,delivered
O0002870,2025-12-16 20:50:00,C00054,P00699,S062,3,76944.83,0.05,207751.04,UPI,returned
O0002871,2026-02-01 02:58:00,C00495,P00070,S024,5,20691.54,0.0,103457.7,CARD,cancelled
O0002872,2026-02-03 05:39:00,C01035,P00129,S056,1,25183.45,0.0,21405.93,NETBANKING,cancelled
O0002873,2026-03-19 13:17:00,C02002,P00712,S074,4,70520.17,0.05,282080.68,COD,delivered
O0002874,2026-01-22 10:26:00,C02228,P00254,S014,3,87469.0,0.05,262407.0,UPI,delivered
O0002875,2026-99-99 10:00:00,C00732,P00093,S043,1,5362.63,0.05,5094.5,UPI,delivered
O0002876,2026-02-04 09:04:00,C00864,P00039,S071,4,85717.48,0.15,308582.93,UPI,shipped
O0002877,2025-11-07 17:54:00,C02011,P00144,S028,two,34760.41,0.05,59092.7,COD,cancelled
O0002878,2026-04-08 08:17:00,C01560,P00050,S051,4,53756.74,0.0,215026.96,NETBANKING,cancelled
O0002879,2026-03-14 07:31:00,C00297,P00262,S016,4,79244.19,0.0,301127.92,UPI,delivered
O0002880,2026-01-26 05:51:00,C01929,P00636,S069,5,80091.77,0.0,360412.97,UPI,delivered
O0002881,2026-01-25 01:47:00,C01112,P00477,S055,3,68208.61,0.1,173931.96,COD,cancelled
O0002882,2026-01-02 14:37:00,C01633,P00644,S060,1,71889.3,0.1,68294.84,COD,cancelled
O0002883,2026-03-04 02:53:00,C01979,P00542,S037,1,45122.1,0.15,42865.99,COD,delivered
O0002884,2025-11-25 01:34:00,C00877,P00199,S034,1,64201.56,0.05,57781.4,UPI,shipped
O0002885,2026-03-06 17:11:00,C00133,P00003,S004,1,69911.56,0.05,59424.83,NETBANKING,cancelled
O0002886,2025-12-29 10:16:00,C01779,P00298,S012,4,80320.66,0.15,305218.51,CARD,returned
O0002887,2025-11-05 10:05:00,C00829,P00054,S025,1,67274.79,0.1,63911.05,CARD,delivered
O0002888,2026-01-30 05:24:00,C00120,P00558,S007,2,48813.44,0.1,92745.54,UPI,returned
O0002889,2026-03-26 16:45:00,C00440,P00171,S048,4,86349.23,0.0,345396.92,COD,shipped
O0002890,2026-03-29 07:03:00,C01982,P00130,S012,4,19431.16,0.0,66065.94,CARD,cancelled
O0002891,2025-10-28 22:25:00,C02313,P00544,S013,5,87371.25,0.15,436856.25,NETBANKING,cancelled
O0002892,2025-11-29 11:08:00,C01714,P00496,S026,1,2808.32,0.15,2667.9,UPI,delivered
O0002893,2025-10-04 14:48:00,C02155,P00661,S056,1,87329.08,0.1,74229.72,NETBANKING,shipped
O0002894,2025-10-26 09:30:00,C01752,P00563,S073,2,74405.37,0.1,133929.67,CARD,cancelled
O0002895,2025-12-14 05:21:00,C01820,P00389,S069,2,85265.81,0.15,144951.88,NETBANKING,delivered
O0002896,2026-03-24 18:23:00,C00140,P00230,S021,1,86219.46,0.05,73286.54,NETBANKING,delivered
O0002897,2025-10-26 08:43:00,C00254,P00696,S057,1,27086.8,0.0,24378.12,COD,delivered
O0002898,2026-03-08 19:24:00,C00238,P00667,S040,2,54447.66,0.15,103450.55,NETBANKING,delivered
O0002899,2025-12-26 22:37:00,C01481,P00654,S045,4,584.86,0.05,2339.44,CARD,returned
O0002900,2025-12-14 02:25:00,C01780,P00190,S071,2,21695.86,0.0,43391.72,COD,cancelled
O0002901,2026-01-10 01:42:00,C01440,P00086,S067,2,37057.72,0.05,74115.44,COD,delivered
O0002902,2025-12-10 18:13:00,C01783,P00541,S008,4,2640.76,0.15,9506.74,NETBANKING,returned
O0002903,2026-03-11 07:18:00,C01068,P00097,S055,4,52945.24,0.15,190602.86,NETBANKING,delivered
O0002904,2025-10-25 17:31:00,C01668,P00293,S064,two,86544.26,0.1,259632.78,CARD,returned
O0002905,2026-03-13 06:08:00,C01237,P00536,S062,4,70944.79,0.0,269590.2,CARD,returned
O0002906,2025-12-25 03:26:00,C02280,P00320,S045,2,85906.24,0.1,171812.48,CARD,cancelled
O0002907,2025-11-05 14:30:00,C00767,P00346,S067,2,78587.43,0.0,157174.86,CARD,returned
O0002908,2026-01-28 12:25:00,C01050,P00107,S057,2,5755.55,0.1,11511.1,COD,cancelled
O0002909,2026-01-17 10:45:00,C01243,P00411,S052,2,7687.85,0.1,14606.92,UPI,cancelled
O0002910,2026-03-01 05:04:00,C01890,P00107,S032,4,49138.78,0.1,196555.12,CARD,returned
O0002911,2025-12-16 10:16:00,C00030,P00641,S003,4,36930.25,0.1,132948.9,NETBANKING,shipped
O0002912,2026-03-24 10:45:00,C01704,P00430,S040,5,9818.72,0.15,41729.56,COD,delivered
O0002913,2025-11-27 17:42:00,C01869,P00447,S006,2,45035.48,0.15,85567.41,CARD,delivered
O0002914,2025-12-29 19:18:00,C01050,P00372,S017,5,19954.26,0.1,94782.73,UPI,cancelled
O0002915,2025-10-04 21:12:00,C01267,P00111,S063,3,18907.54,0.15,53886.49,COD,shipped
O0002916,2026-01-13 03:51:00,C02371,P00672,S014,3,56829.74,0.0,170489.22,UPI,shipped
O0002917,2026-03-22 14:55:00,C00694,P00591,S065,2,63334.8,0.05,126669.6,COD,returned
O0002918,2025-12-04 09:35:00,C00552,P00470,S061,1,26467.14,0.0,26467.14,CARD,cancelled
O0002919,2026-02-03 22:06:00,C00798,P00617,S001,3,28538.84,0.0,77054.87,NETBANKING,shipped
O0002920,2025-12-09 15:36:00,C00788,P00030,S069,3,83918.53,0.05,251755.59,CARD,returned
O0002921,2026-03-12 01:55:00,C02479,P00633,S050,4,1367.81,0.1,5471.24,COD,delivered
O0002922,2025-11-09 22:36:00,C01032,P00330,S017,2,18858.59,0.15,32059.6,COD,returned
