customer_id,customer_name,city,segment,gender,signup_date,status
C00434,Customer_434,Bengaluru,Regular,Other,2025-06-27,active
C00435,Customer_435,Bengaluru,Regular,M,2025-02-27,active
C00436,Customer_436,Kolkata,Regular,Other,2024-05-20,active
C00437,Customer_437,Ahmedabad,Silver,F,2025-10-30,inactive
C00438,Customer_438,Kolkata,Silver,F,2024-11-24,active
C00439,Customer_439,Jaipur,Regular,Other,2025-08-10,active
C00440,Customer_440,Ahmedabad,Regular,M,2025-03-03,active
C00441,Customer_441,Jaipur,Platinum,F,2024-07-09,active
C00442,Customer_442,Jaipur,Regular,F,2025-08-04,active
C00443,Customer_443,Pune,Gold,F,2025-10-18,inactive
C00444,Customer_444,Mumbai,Platinum,F,2024-07-16,active
C00445,Customer_445,Pune,Silver,Other,2025-04-14,active
C00446,Customer_446,Mumbai,Regular,Other,2024-12-11,active
C00447,Customer_447,Gurugram,Silver,M,2025-09-17,inactive
C00448,Customer_448,Chennai,Gold,M,2025-02-14,active
C00449,Customer_449,Mumbai,Silver,F,2024-11-27,active
C00450,Customer_450,Jaipur,Gold,F,2024-08-29,inactive
C00451,Customer_451,Hyderabad,Gold,F,2025-08-19,active
C00452,Customer_452,Hyderabad,Gold,Other,2024-08-29,active
C00453,Customer_453,Delhi,Platinum,F,2024-06-12,inactive
C00454,Customer_454,Ahmedabad,Gold,Other,2024-04-30,active
C00455,Customer_455,Pune,Silver,M,2024-05-16,inactive
C00456,Customer_456,Mumbai,Platinum,Other,2025-09-12,active
C00457,Customer_457,Chennai,Platinum,Other,2025-11-11,active
C00458,Customer_458,Bengaluru,Regular,Other,2025-04-02,active
C00459,Customer_459,Delhi,Regular,M,2025-07-14,active
C00460,Customer_460,Gurugram,Silver,M,2024-12-01,inactive
C00461,Customer_461,Delhi,Silver,Other,2025-08-20,inactive
C00462,Customer_462,Delhi,Platinum,M,2025-04-09,active
C00463,Customer_463,Ahmedabad,Platinum,F,2025-07-31,active
C00464,Customer_464,Ahmedabad,Platinum,Other,2024-11-11,active
C00465,Customer_465,Chennai,Gold,M,2024-08-11,active
C00466,Customer_466,Jaipur,Platinum,F,2025-12-18,active
C00467,Customer_467,Ahmedabad,Regular,M,2025-04-28,active
C00468,Customer_468,Hyderabad,Platinum,M,2024-05-18,inactive
C00469,Customer_469,Pune,Platinum,F,2025-01-21,inactive
C00470,Customer_470,Delhi,Silver,Other,2024-12-22,active
C00471,Customer_471,Mumbai,Platinum,Other,2024-05-10,active
C00472,Customer_472,,Regular,F,2025-04-19,inactive
C00473,Customer_473,Ahmedabad,Platinum,M,31-31-2025,inactive
C00474,Customer_474,Pune,Silver,F,2024-07-12,active
C00475,Customer_475,Jaipur,Platinum,Other,2024-01-17,active
C00476,Customer_476,Bengaluru,Regular,M,2025-08-31,active
C00477,Customer_477,Kolkata,Regular,M,2026-01-28,active
C00478,Customer_478,Chennai,Platinum,M,2025-07-06,active
C00479,Customer_479,Jaipur,Silver,Other,2024-10-23,active
C00480,Customer_480,Gurugram,Gold,Other,2025-09-04,active
C00481,Customer_481,Bengaluru,Gold,M,2025-11-07,active
C00482,Customer_482,Chennai,Gold,F,2024-03-03,active
C00483,Customer_483,Chennai,Platinum,M,2024-12-18,inactive
C00484,Customer_484,Ahmedabad,Gold,Other,2025-03-02,inactive
C00485,Customer_485,Mumbai,Gold,F,2024-07-07,inactive
C00486,Customer_486,Bengaluru,Silver,F,2025-12-25,active
C00487,Customer_487,Kolkata,Regular,Other,2025-02-26,inactive
C00488,Customer_488,Ahmedabad,Silver,F,2024-09-05,active
C00489,Customer_489,Bengaluru,Gold,Other,2024-03-21,inactive
C00490,Customer_490,Pune,Regular,Other,2026-01-11,active
C00491,Customer_491,Jaipur,Gold,F,2025-11-20,active
C00492,Customer_492,Delhi,Silver,Other,2026-01-11,active
C00493,Customer_493,Kolkata,Silver,F,2024-11-06,active
C00494,Customer_494,Bengaluru,Silver,Other,2024-04-30,inactive
C00495,Customer_495,Bengaluru,Silver,F,2024-09-02,active
C00496,Customer_496,Hyderabad,Platinum,F,2025-06-30,active
C00497,Customer_497,Hyderabad,Gold,F,2025-06-09,inactive
C00498,Customer_498,,Regular,Other,2025-04-25,active
C00499,Customer_499,Bengaluru,Gold,F,2025-02-27,active
C00500,Customer_500,Gurugram,Silver,Other,2024-05-29,active
C00501,Customer_501,Hyderabad,Platinum,F,2024-06-05,active
C00502,Customer_502,Pune,Silver,F,2025-08-06,active
C00503,Customer_503,Kolkata,Gold,F,2025-05-15,inactive
C00504,Customer_504,Kolkata,Silver,Other,2024-12-26,active
C00505,Customer_505,Mumbai,Platinum,M,2025-07-09,active
C00506,Customer_506,Ahmedabad,Regular,M,2025-11-15,active
C00507,Customer_507,Jaipur,Platinum,M,2025-10-07,active
C00508,Customer_508,Delhi,Silver,M,2024-08-11,inactive
C00509,Customer_509,Pune,Regular,Other,2025-10-15,inactive
C00510,Customer_510,,Regular,M,2025-06-28,inactive
C00511,Customer_511,Jaipur,Regular,Other,2026-01-09,active
C00512,Customer_512,Ahmedabad,Gold,M,2025-05-29,inactive
C00513,Customer_513,Mumbai,Regular,M,2025-06-20,active
C00514,Customer_514,Bengaluru,Silver,Other,2025-06-23,active
C00515,Customer_515,Pune,Gold,F,2024-03-21,active
C00516,Customer_516,Chennai,Platinum,Other,2024-09-06,active
C00517,Customer_517,Hyderabad,Regular,Other,2025-10-27,active
C00518,Customer_518,Delhi,Platinum,F,2025-01-21,inactive
C00519,Customer_519,Jaipur,Regular,Other,2024-06-24,active
C00520,Customer_520,Kolkata,Platinum,Other,2024-12-05,active
C00521,Customer_521,Ahmedabad,Regular,M,2024-08-04,inactive
C00522,Customer_522,Hyderabad,Regular,M,2025-12-01,active
C00523,Customer_523,Ahmedabad,Regular,M,2024-11-18,active
C00524,Customer_524,Bengaluru,Silver,Other,2025-02-11,active
C00525,Customer_525,Hyderabad,Silver,Other,2024-09-03,inactive
C00526,Customer_526,Ahmedabad,Gold,F,2026-01-27,active
C00527,Customer_527,Delhi,Gold,M,2024-04-10,inactive
C00528,Customer_528,Bengaluru,Regular,F,2025-09-11,inactive
C00529,Customer_529,Pune,Regular,Other,2024-10-06,inactive
C00530,Customer_530,Kolkata,Silver,F,2025-07-20,inactive
C00531,Customer_531,Chennai,Silver,Other,2025-08-22,inactive
C00532,Customer_532,Delhi,Gold,M,2025-12-31,active
C00533,Customer_533,Delhi,Gold,M,2025-01-24,active
C00534,Customer_534,Chennai,Gold,F,2024-04-19,active
C00535,Customer_535,Jaipur,Gold,F,2025-01-03,active
C00536,Customer_536,Delhi,Silver,M,2024-07-10,inactive
C00537,Customer_537,Kolkata,Platinum,M,2024-01-27,active
C00538,Customer_538,Pune,Regular,Other,2025-09-04,active
C00539,Customer_539,Chennai,Regular,F,2025-02-27,inactive
C00540,Customer_540,Delhi,Silver,Other,2025-06-17,active
C00541,Customer_541,Chennai,Silver,M,2024-10-02,active
C00542,Customer_542,Hyderabad,Platinum,M,2024-03-05,active
C00543,Customer_543,Chennai,Gold,F,2024-11-02,inactive
C00544,Customer_544,Delhi,Gold,F,2024-09-09,inactive
C00545,Customer_545,Gurugram,Silver,F,2024-04-19,active
C00546,Customer_546,Hyderabad,Regular,F,2024-12-06,inactive
C00547,Customer_547,Pune,Platinum,F,2025-03-16,active
C00548,Customer_548,Hyderabad,Gold,Other,2025-12-12,active
C00549,Customer_549,Kolkata,Gold,M,2025-02-11,active
C00550,Customer_550,Hyderabad,Platinum,Other,2024-09-05,active
C00551,Customer_551,Chennai,Gold,F,2025-01-08,active
C00552,Customer_552,Gurugram,Silver,Other,2025-07-12,active
C00553,Customer_553,Ahmedabad,Regular,Other,2025-04-17,active
C00554,Customer_554,Kolkata,Gold,Other,2024-03-11,inactive
C00555,Customer_555,Kolkata,Silver,Other,2024-11-06,active
C00556,Customer_556,Hyderabad,Silver,Other,2025-03-09,inactive
C00557,Customer_557,Delhi,Platinum,Other,2025-05-05,inactive
C00558,Customer_558,Ahmedabad,Platinum,Other,2024-02-07,active
C00559,Customer_559,Ahmedabad,Regular,M,2024-09-11,active
C00560,Customer_560,Mumbai,Regular,Other,2025-10-22,inactive
C00561,Customer_561,Pune,Platinum,M,2024-01-11,active
C00562,Customer_562,Hyderabad,Silver,Other,2025-06-15,active
C00563,Customer_563,Kolkata,Gold,F,2025-04-19,active
C00564,Customer_564,Pune,Regular,F,2024-04-17,active
C00565,Customer_565,Chennai,Regular,M,2026-01-17,active
C00566,Customer_566,Pune,Gold,F,2025-04-11,active
C00567,Customer_567,Ahmedabad,Platinum,F,2025-05-02,active
C00568,Customer_568,Kolkata,Platinum,F,2024-03-09,active
C00569,Customer_569,Jaipur,Regular,M,2024-12-17,active
C00570,Customer_570,Mumbai,Silver,Other,2024-06-27,active
C00571,Customer_571,Pune,Platinum,F,2024-08-25,inactive
C00572,Customer_572,Mumbai,Silver,Other,2025-11-04,inactive
C00573,Customer_573,Chennai,Regular,Other,2025-09-20,active
C00574,Customer_574,Kolkata,Platinum,F,2024-01-05,active
C00575,Customer_575,Bengaluru,Gold,Other,2024-03-05,active
C00576,Customer_576,Ahmedabad,Silver,F,2024-11-29,active
C00577,Customer_577,Kolkata,Regular,F,2025-11-17,inactive
C00578,Customer_578,Ahmedabad,Gold,Other,2025-02-01,inactive
C00579,Customer_579,Gurugram,Regular,F,2024-12-26,inactive
C00580,Customer_580,Gurugram,Silver,Other,2025-12-23,active
C00581,Customer_581,Gurugram,Regular,Other,2024-05-17,active
C00582,Customer_582,Delhi,Silver,F,2024-04-29,active
C00583,Customer_583,Pune,Silver,Other,2025-02-01,inactive
C00584,Customer_584,Gurugram,Silver,Other,2025-01-27,inactive
C00585,Customer_585,Mumbai,Platinum,Other,2025-07-04,active
C00586,Customer_586,Ahmedabad,Silver,F,2024-10-22,active
C00587,Customer_587,Mumbai,Gold,F,2025-09-26,active
C00588,Customer_588,Pune,Regular,F,2024-05-19,active
C00589,Customer_589,Chennai,Platinum,F,2025-12-02,inactive
C00590,Customer_590,Chennai,Platinum,F,2024-06-20,active
C00591,Customer_591,Gurugram,Regular,M,2024-10-26,active
C00592,Customer_592,Hyderabad,Silver,Other,2024-10-22,active
C00593,Customer_593,Kolkata,Platinum,Other,2025-06-07,active
C00594,Customer_594,Gurugram,Regular,F,2025-07-10,active
C00595,Customer_595,Ahmedabad,Regular,Other,2025-03-27,active
C00596,Customer_596,Chennai,Regular,Other,2025-10-31,active
C00597,Customer_597,Hyderabad,Regular,F,2024-09-26,active
C00598,Customer_598,Delhi,Platinum,M,2024-08-30,active
C00599,Customer_599,Gurugram,Gold,Other,2025-09-16,inactive
C00600,Customer_600,Mumbai,Silver,M,2024-07-30,active
C00601,Customer_601,Gurugram,Gold,Other,2024-10-14,active
C00602,Customer_602,Pune,Gold,F,2025-08-09,active
C00603,Customer_603,Ahmedabad,Regular,M,2025-02-25,active
C00604,Customer_604,Hyderabad,Silver,Other,2024-05-15,active
C00605,Customer_605,Mumbai,Gold,M,2025-11-23,inactive
C00606,Customer_606,Kolkata,Silver,Other,2025-10-09,active
C00607,Customer_607,Chennai,Platinum,F,2024-03-18,active
C00608,Customer_608,Chennai,Gold,Other,2025-01-12,inactive
C00609,Customer_609,Kolkata,Gold,Other,2024-01-03,active
C00610,Customer_610,Kolkata,Gold,M,2025-07-01,inactive
C00611,Customer_611,Bengaluru,Platinum,M,2025-05-21,active
C00612,Customer_612,Pune,Gold,F,2025-07-14,active
C00613,Customer_613,Gurugram,Platinum,F,2025-11-29,active
C00614,Customer_614,Jaipur,Regular,Other,2025-04-15,active
C00615,Customer_615,Delhi,Silver,F,2025-04-12,active
C00616,Customer_616,Chennai,Silver,Other,2024-05-15,active
C00617,Customer_617,Mumbai,Gold,M,2025-11-01,active
C00618,Customer_618,Hyderabad,Regular,F,2025-11-11,active
C00619,Customer_619,Jaipur,Platinum,Other,2024-11-08,active
C00620,Customer_620,Chennai,Regular,Other,2024-04-07,active
C00621,Customer_621,Bengaluru,Platinum,M,2024-05-15,active
C00622,Customer_622,Ahmedabad,Platinum,M,2024-01-09,active
C00623,Customer_623,Delhi,Platinum,Other,2024-05-15,inactive
C00624,Customer_624,Delhi,Silver,F,2024-04-01,active
C00625,Customer_625,Delhi,Gold,F,2024-11-02,active
C00626,Customer_626,Chennai,Silver,Other,2025-11-24,active
C00627,Customer_627,Delhi,Regular,Other,2025-10-27,active
C00628,Customer_628,Kolkata,Gold,Other,2024-08-06,active
C00629,Customer_629,Chennai,Platinum,M,2024-03-29,active
C00630,Customer_630,Mumbai,Regular,Other,2026-01-17,inactive
C00631,Customer_631,Pune,Platinum,F,2024-05-23,active
C00632,Customer_632,Hyderabad,Regular,M,2025-07-20,active
C00633,Customer_633,Jaipur,Gold,M,2025-06-14,active
C00634,Customer_634,Chennai,Gold,Other,2024-02-25,active
C00635,Customer_635,Kolkata,Platinum,M,2024-09-03,inactive
C00636,Customer_636,Gurugram,Regular,Other,2024-01-13,active
C00637,Customer_637,Pune,Silver,F,2025-08-05,inactive
C00638,Customer_638,Pune,Silver,F,2024-03-15,active
C00639,Customer_639,Gurugram,Regular,M,2024-09-25,active
C00640,Customer_640,Jaipur,Regular,F,2025-06-02,active
C00641,Customer_641,Ahmedabad,Platinum,F,2025-12-19,inactive
C00642,Customer_642,Delhi,Silver,F,2024-03-26,active
C00643,Customer_643,Delhi,Silver,M,2025-07-03,active
C00644,Customer_644,Chennai,Regular,F,2025-12-16,inactive
C00645,Customer_645,Bengaluru,Regular,M,2024-03-29,inactive
C00646,Customer_646,Delhi,Platinum,Other,2025-09-15,active
C00647,Customer_647,Hyderabad,Silver,M,2024-01-13,active
C00648,Customer_648,Jaipur,Silver,F,2024-12-21,active
C00649,Customer_649,Mumbai,Gold,M,2024-10-02,active
C00650,Customer_650,Jaipur,Gold,F,2024-10-05,active
C00651,Customer_651,Hyderabad,Regular,F,2025-04-11,active
C00652,Customer_652,Jaipur,Platinum,Other,2024-06-19,active
C00653,Customer_653,Mumbai,Gold,M,2025-08-10,active
C00654,Customer_654,Bengaluru,Regular,M,2024-01-13,active
C00655,Customer_655,Jaipur,Platinum,F,2025-01-27,active
C00656,Customer_656,Mumbai,Regular,Other,2026-01-01,inactive
C00657,Customer_657,Bengaluru,Gold,M,2025-03-02,active
C00658,Customer_658,Hyderabad,Regular,Other,2025-01-16,active
C00659,Customer_659,Ahmedabad,Regular,M,2024-08-16,active
C00660,Customer_660,Chennai,Regular,F,2024-10-16,active
C00661,Customer_661,Pune,Regular,Other,2025-04-12,active
C00662,Customer_662,Pune,Silver,F,2025-07-31,active
C00663,Customer_663,Gurugram,Silver,F,2025-01-12,inactive
C00664,Customer_664,Bengaluru,Silver,M,2024-01-07,inactive
C00665,Customer_665,Jaipur,Silver,Other,2024-12-20,active
C00666,Customer_666,Pune,Regular,Other,2025-01-20,active
C00667,Customer_667,Delhi,Silver,Other,2024-08-31,inactive
C00668,Customer_668,Kolkata,Regular,M,2025-12-29,active
C00669,Customer_669,,Regular,M,2025-06-16,inactive
C00670,Customer_670,Pune,Platinum,Other,2024-03-27,active
C00671,Customer_671,,Silver,Other,2025-02-07,active
C00672,Customer_672,Gurugram,Regular,F,2025-11-09,active
C00673,Customer_673,Bengaluru,Gold,F,2024-11-18,inactive
C00674,Customer_674,Pune,Gold,F,2024-10-05,active
C00675,Customer_675,Delhi,Silver,M,2025-08-21,active
C00676,Customer_676,Mumbai,Regular,M,2025-04-05,inactive
C00677,Customer_677,Pune,Platinum,M,2025-07-02,active
C00678,Customer_678,Bengaluru,Platinum,F,2025-04-19,active
C00679,Customer_679,Delhi,Regular,M,2025-12-03,active
C00680,Customer_680,Gurugram,Regular,M,2024-12-01,active
C00681,Customer_681,Delhi,Silver,F,2025-02-09,active
C00682,Customer_682,Hyderabad,Gold,M,2024-02-01,inactive
C00683,Customer_683,Kolkata,Silver,M,2025-04-18,active
C00684,Customer_684,Mumbai,Regular,M,2024-03-04,active
C00685,Customer_685,Mumbai,Silver,F,2025-01-16,active
C00686,Customer_686,Gurugram,Gold,M,2024-01-23,active
C00687,Customer_687,Bengaluru,Platinum,M,2024-04-04,active
C00688,Customer_688,Delhi,Regular,F,2024-02-21,active
C00689,Customer_689,Gurugram,Platinum,Other,2025-02-08,inactive
C00690,Customer_690,Jaipur,Platinum,Other,2025-03-12,active
C00691,Customer_691,Pune,Silver,M,2024-10-08,active
C00692,Customer_692,Kolkata,Silver,M,2025-09-20,active
C00693,Customer_693,Hyderabad,Platinum,F,2025-07-17,inactive
C00694,Customer_694,Jaipur,Regular,F,2025-01-27,active
C00695,Customer_695,Chennai,Silver,Other,2025-06-22,active
C00696,Customer_696,Ahmedabad,Regular,F,2025-12-31,active
C00697,Customer_697,Kolkata,Platinum,F,2025-08-02,active
C00698,Customer_698,Chennai,Gold,M,2024-01-27,active
C00699,Customer_699,Gurugram,Silver,M,2024-10-14,active
C00700,Customer_700,Kolkata,Gold,Other,2024-08-26,active
C00701,Customer_701,Delhi,Silver,Other,2024-09-03,active
C00702,Customer_702,Ahmedabad,Regular,M,2025-08-12,inactive
C00703,Customer_703,Pune,Silver,M,2024-08-30,active
C00704,Customer_704,Pune,Regular,Other,2025-12-18,active
C00705,Customer_705,Gurugram,Silver,Other,2024-07-11,inactive
C00706,Customer_706,Ahmedabad,Gold,M,2025-05-17,active
C00707,Customer_707,Delhi,Regular,M,2025-09-08,active
C00708,Customer_708,Jaipur,Platinum,M,2024-12-05,active
C00709,Customer_709,Mumbai,Gold,Other,2024-06-30,active
C00710,Customer_710,Jaipur,Regular,M,31-31-2025,active
C00711,Customer_711,Delhi,Gold,M,2025-01-17,inactive
C00712,Customer_712,Gurugram,Regular,F,2024-11-05,active
C00713,Customer_713,Mumbai,Silver,Other,2025-03-23,inactive
C00714,Customer_714,Pune,Silver,Other,2025-07-29,active
C00715,Customer_715,Bengaluru,Silver,F,2024-11-10,active
C00716,Customer_716,Mumbai,Silver,Other,2024-01-02,inactive
C00717,Customer_717,Gurugram,Regular,M,2025-09-08,active
C00718,Customer_718,Gurugram,Silver,Other,2025-08-02,active
C00719,Customer_719,Kolkata,Silver,F,2024-03-20,active
C00720,Customer_720,,Gold,M,2025-10-13,active
C00721,Customer_721,Pune,Platinum,M,2024-09-28,active
C00722,Customer_722,Bengaluru,Regular,F,2024-09-19,active
C00723,Customer_723,Jaipur,Regular,F,2025-03-24,inactive
C00724,Customer_724,Mumbai,Platinum,F,2025-01-22,active
C00725,Customer_725,Ahmedabad,Platinum,M,2025-05-05,active
C00726,Customer_726,Mumbai,Platinum,M,2024-02-04,active
C00727,Customer_727,Jaipur,Gold,F,2024-04-17,active
C00728,Customer_728,Pune,Silver,F,2024-06-13,active
C00729,Customer_729,Ahmedabad,Regular,F,2025-08-31,inactive
C00730,Customer_730,Jaipur,Platinum,Other,2024-06-17,inactive
C00731,Customer_731,Mumbai,Regular,M,2024-12-05,active
C00732,Customer_732,Bengaluru,Platinum,Other,2025-07-21,active
C00733,Customer_733,Hyderabad,Gold,M,2024-04-08,active
C00734,Customer_734,Chennai,Platinum,M,2024-02-25,active
C00735,Customer_735,Jaipur,Platinum,M,2024-10-28,inactive
C00736,Customer_736,Bengaluru,Regular,M,2024-07-30,active
C00737,Customer_737,Hyderabad,Regular,F,2024-04-28,active
C00738,Customer_738,Chennai,Platinum,F,2025-11-07,active
C00739,Customer_739,Delhi,Platinum,M,2025-01-14,inactive
C00740,Customer_740,Pune,Silver,F,2024-02-15,active
C00741,Customer_741,Kolkata,Platinum,F,2024-08-19,active
C00742,Customer_742,Gurugram,Regular,M,2025-12-14,active
C00743,Customer_743,Delhi,Gold,Other,2025-02-27,active
C00744,Customer_744,Ahmedabad,Regular,F,2025-06-19,inactive
C00745,Customer_745,Ahmedabad,Platinum,Other,2024-08-29,inactive
C00746,Customer_746,Hyderabad,Regular,F,2026-01-01,active
C00747,Customer_747,Ahmedabad,Silver,M,2025-04-04,active
C00748,Customer_748,Mumbai,Silver,M,2024-05-09,active
C00749,Customer_749,Chennai,Regular,Other,2025-03-21,active
C00750,Customer_750,Mumbai,Gold,F,2026-01-14,active
C00751,Customer_751,Delhi,Platinum,Other,2025-02-10,active
C00752,Customer_752,Hyderabad,Platinum,M,2025-12-18,inactive
C00753,Customer_753,Delhi,Platinum,M,2024-05-31,active
C00754,Customer_754,Delhi,Regular,F,2025-07-02,active
C00755,Customer_755,Chennai,Gold,F,2025-11-01,inactive
C00756,Customer_756,Gurugram,Platinum,M,2024-06-25,active
C00757,Customer_757,Chennai,Silver,Other,2025-09-15,inactive
C00758,Customer_758,Jaipur,Platinum,F,2025-12-08,active
C00759,Customer_759,Jaipur,Platinum,F,2025-01-16,active
C00760,Customer_760,Pune,Gold,F,2024-10-14,inactive
C00761,Customer_761,Delhi,Silver,M,2024-11-03,inactive
C00762,Customer_762,Pune,Gold,Other,2025-03-02,active
C00763,Customer_763,Bengaluru,Platinum,M,2025-02-20,inactive
C00764,Customer_764,Ahmedabad,Gold,M,2025-06-11,active
C00765,Customer_765,Delhi,Gold,Other,2025-06-02,inactive
C00766,Customer_766,Mumbai,Regular,M,2024-07-16,active
C00767,Customer_767,Jaipur,Silver,M,2025-04-12,active
C00768,Customer_768,Pune,Silver,F,2025-01-12,inactive
C00769,Customer_769,Ahmedabad,Platinum,Other,2024-05-06,active
C00770,Customer_770,Bengaluru,Gold,F,2025-08-31,inactive
C00771,Customer_771,Mumbai,Platinum,Other,2025-07-18,active
C00772,Customer_772,Pune,Silver,F,2025-12-06,active
C00773,Customer_773,Hyderabad,Regular,F,2024-02-20,active
C00774,Customer_774,Gurugram,Silver,M,2025-10-24,active
C00775,Customer_775,Bengaluru,Gold,Other,2025-02-23,active
C00776,Customer_776,Jaipur,Platinum,M,2025-10-24,active
C00777,Customer_777,Gurugram,Regular,M,2024-09-15,active
C00778,Customer_778,Hyderabad,Platinum,F,2024-12-23,inactive
C00779,Customer_779,Hyderabad,Silver,F,2024-11-05,inactive
C00780,Customer_780,Gurugram,Regular,M,2025-06-07,active
C00781,Customer_781,Ahmedabad,Gold,F,2025-12-01,active
C00782,Customer_782,Kolkata,Regular,F,2024-10-10,active
C00783,Customer_783,Hyderabad,Gold,Other,2025-12-29,active
C00784,Customer_784,Bengaluru,Silver,Other,2024-09-03,active
C00785,Customer_785,Gurugram,Platinum,Other,2024-11-23,active
C00786,Customer_786,Jaipur,Platinum,F,2024-09-22,inactive
C00787,Customer_787,Chennai,Platinum,Other,2024-02-06,active
C00788,Customer_788,Pune,Silver,Other,2025-07-01,inactive
C00789,Customer_789,Pune,Gold,M,2025-11-04,active
C00790,Customer_790,Hyderabad,Regular,F,2024-05-11,active
C00791,Customer_791,Ahmedabad,Silver,Other,2024-12-09,active
C00792,Customer_792,Bengaluru,Gold,M,2024-11-10,inactive
C00793,Customer_793,Pune,Gold,F,2025-08-22,active
C00794,Customer_794,Kolkata,Regular,F,2024-02-24,active
C00795,Customer_795,Kolkata,Silver,Other,2024-05-02,inactive
C00796,Customer_796,Ahmedabad,Gold,F,2024-02-25,active
C00797,Customer_797,Mumbai,Silver,F,2025-02-23,inactive
C00798,Customer_798,Mumbai,Gold,Other,2024-07-03,active
C00799,Customer_799,Kolkata,Gold,Other,2024-06-30,active
C00800,Customer_800,Jaipur,Regular,F,2024-10-07,active
C00801,Customer_801,Mumbai,Silver,F,31-31-2025,active
C00802,Customer_802,Gurugram,Platinum,Other,2025-03-15,inactive
C00803,Customer_803,Chennai,Platinum,F,2024-01-05,active
C00804,Customer_804,Ahmedabad,Silver,Other,2025-01-17,active
C00805,Customer_805,Pune,Silver,M,2025-11-23,active
C00806,Customer_806,Bengaluru,Silver,Other,2024-12-18,active
C00807,Customer_807,Mumbai,Regular,F,2025-05-30,active
C00808,Customer_808,Mumbai,Regular,M,2024-11-01,active
C00809,Customer_809,Kolkata,Gold,F,2025-12-04,active
C00810,Customer_810,Pune,Platinum,F,2024-07-11,active
C00811,Customer_811,Chennai,Regular,M,2024-08-17,active
C00812,Customer_812,Bengaluru,Regular,Other,2025-05-31,active
C00813,Customer_813,Delhi,Gold,Other,2025-10-28,active
C00814,Customer_814,Chennai,Gold,Other,2025-09-30,active
C00815,Customer_815,Gurugram,Regular,Other,2024-04-20,active
C00816,Customer_816,Jaipur,Regular,F,2025-03-30,inactive
C00817,Customer_817,Delhi,Gold,F,2025-12-19,active
C00818,Customer_818,Bengaluru,Regular,F,2025-03-06,active
C00819,Customer_819,Ahmedabad,Gold,Other,2025-09-12,active
C00820,Customer_820,Chennai,Regular,Other,2026-01-06,active
C00821,Customer_821,Hyderabad,Regular,M,2025-05-24,active
C00822,Customer_822,Gurugram,Silver,F,2025-06-19,active
C00823,Customer_823,Pune,Platinum,F,2024-06-13,active
C00824,Customer_824,Ahmedabad,Platinum,M,2025-12-05,inactive
C00825,Customer_825,Pune,Silver,M,2024-01-14,active
C00826,Customer_826,Delhi,Platinum,M,2024-04-02,active
C00827,Customer_827,Delhi,Gold,Other,2024-08-24,inactive
C00828,Customer_828,Hyderabad,Gold,F,2024-02-21,active
C00829,Customer_829,Mumbai,Regular,F,2025-01-03,active
C00830,Customer_830,Chennai,Regular,M,2024-02-16,active
C00831,Customer_831,Mumbai,Silver,F,2025-01-01,inactive
C00832,Customer_832,Gurugram,Gold,Other,2024-04-05,active
C00833,Customer_833,Pune,Silver,M,2025-02-14,inactive
C00834,Customer_834,Kolkata,Gold,F,2025-12-07,inactive
C00835,Customer_835,Chennai,Silver,M,2024-05-15,active
C00836,Customer_836,Mumbai,Regular,F,2025-08-27,inactive
C00837,Customer_837,Gurugram,Platinum,M,2025-09-17,inactive
C00838,Customer_838,Pune,Regular,Other,2026-01-14,active
C00839,Customer_839,Kolkata,Platinum,M,2025-02-25,inactive
C00840,Customer_840,Jaipur,Regular,F,2025-11-01,active
C00841,Customer_841,Jaipur,Silver,Other,2024-12-12,active
C00842,Customer_842,Chennai,Silver,F,2024-12-20,inactive
C00843,Customer_843,Mumbai,Regular,M,2025-10-20,active
C00844,Customer_844,Ahmedabad,Platinum,F,2024-06-18,active
C00845,Customer_845,Kolkata,Gold,M,2024-12-04,active
C00846,Customer_846,Jaipur,Silver,Other,2025-10-20,inactive
C00847,Customer_847,Chennai,Silver,M,2025-04-15,inactive
C00848,Customer_848,Gurugram,Platinum,M,2025-05-25,inactive
C00849,Customer_849,Pune,Regular,F,2025-10-31,active
C00850,Customer_850,Delhi,Platinum,F,2024-02-06,active
C00851,Customer_851,Delhi,Gold,Other,2025-07-29,active
C00852,Customer_852,Kolkata,Gold,F,2024-02-25,active
C00853,Customer_853,Kolkata,Gold,Other,2025-09-26,inactive
C00854,Customer_854,Pune,Platinum,M,2024-04-09,active
C00855,Customer_855,Jaipur,Gold,F,2025-10-10,active
C00856,Customer_856,Ahmedabad,Gold,Other,2024-04-18,active
C00857,Customer_857,Mumbai,Platinum,M,31-31-2025,inactive
C00858,Customer_858,Delhi,Gold,Other,2024-07-19,active
C00859,Customer_859,Delhi,Platinum,M,2025-04-13,active
C00860,Customer_860,Pune,Regular,F,2024-02-17,active
C00861,Customer_861,Kolkata,Platinum,Other,2025-08-26,active
C00862,Customer_862,Kolkata,Regular,Other,2026-01-23,active
C00863,Customer_863,Ahmedabad,Platinum,Other,2025-05-09,active
C00864,Customer_864,Gurugram,Silver,Other,2024-05-11,active
C00865,Customer_865,Chennai,Gold,Other,2025-01-28,inactive
C00866,Customer_866,Gurugram,Silver,F,2025-02-11,active
C00867,Customer_867,Hyderabad,Platinum,M,2024-05-21,inactive
C00868,Customer_868,Gurugram,Gold,Other,2025-07-14,active
C00869,Customer_869,Ahmedabad,Silver,M,2024-08-02,active
C00870,Customer_870,Pune,Silver,Other,2025-10-27,active
