product_id,product_name,category,brand,unit_price,status,created_date
P00395,Jacket 395,Fashion,BrandB,28538.84,active,2025-09-23
P00396,Mixer 396,Home,BrandA,60882.95,active,2023-02-13
P00397,Headphones 397,Electronics,BrandA,unknown,active,2024-12-31
P00398,Jeans 398,Fashion,BrandC,86219.46,active,2025-01-13
P00399,Perfume 399,Beauty,BrandD,52543.69,discontinued,2024-11-24
P00400,Sneakers 400,Fashion,BrandB,27347.38,active,2023-12-01
P00401,Coffee 401,Grocery,BrandD,47944.88,active,2025-08-19
P00402,Chair 402,Home,BrandB,87853.14,discontinued,2023-07-18
P00403,Keyboard 403,Electronics,BrandD,79230.44,discontinued,2025-09-03
P00404,T-Shirt 404,Fashion,BrandC,52788.89,discontinued,2024-01-08
P00405,Coffee 405,Grocery,BrandC,87329.08,active,2023-06-24
P00406,Mixer 406,Home,BrandC,16017.01,discontinued,2023-11-03
P00407,Speaker 407,Electronics,BrandC,17806.09,active,2023-06-20
P00408,Bedsheet 408,Home,BrandD,1514.72,active,2025-01-17
P00409,Chair 409,Home,BrandA,46246.98,discontinued,2024-10-14
P00410,T-Shirt 410,Fashion,BrandC,58474.51,active,2025-07-08
P00411,Oil 411,Grocery,BrandD,3717.78,active,2024-11-12
P00412,Shampoo 412,Beauty,BrandA,11828.04,active,2024-09-11
P00413,Rice 413,Grocery,BrandD,81415.77,discontinued,2023-03-15
P00414,Bedsheet 414,Home,BrandD,30260.29,discontinued,2024-12-01
P00415,Sneakers 415,Fashion,BrandB,64743.01,discontinued,2024-07-30
P00416,Mixer 416,Home,BrandA,82209.09,active,2025-11-08
P00417,Headphones 417,Electronics,BrandA,72983.1,active,2023-06-02
P00418,Sneakers 418,Fashion,BrandB,5921.13,active,2023-06-04
P00419,Speaker 419,Electronics,BrandC,1289.17,active,2023-11-16
P00420,Cream 420,Beauty,BrandD,86910.74,active,2023-08-05
P00421,Shampoo 421,Beauty,BrandB,5130.48,active,2023-06-16
P00422,T-Shirt 422,Fashion,BrandA,64665.44,active,2025-06-05
P00423,Jeans 423,Fashion,BrandA,4575.88,discontinued,2024-10-18
P00424,Shampoo 424,Beauty,BrandB,42885.89,discontinued,2024-01-17
P00425,Oil 425,Grocery,BrandA,65862.3,discontinued,2024-01-14
P00426,Shampoo 426,Beauty,BrandB,7233.88,active,2023-10-22
P00427,Cream 427,Beauty,BrandA,87547.32,active,2024-01-21
P00428,Sneakers 428,Fashion,BrandB,68085.26,active,2025-03-19
P00429,Perfume 429,Beauty,BrandC,54171.73,active,2025-05-23
P00430,Lamp 430,Home,BrandA,66211.05,active,2024-07-30
P00431,T-Shirt 431,Fashion,BrandD,5620.83,active,2023-05-04
P00432,Perfume 432,Beauty,BrandD,7269.25,active,2023-06-30
P00433,Lamp 433,Home,BrandA,62850.99,active,2024-10-15
P00434,Oil 434,Grocery,BrandD,66817.96,active,2025-10-20
P00435,Bedsheet 435,Home,BrandB,28267.64,active,2023-12-16
P00436,Speaker 436,Electronics,BrandD,31812.32,discontinued,2024-10-26
P00437,Tea 437,Grocery,BrandD,78191.92,discontinued,2023-11-09
P00438,Jacket 438,Fashion,BrandA,37810.18,active,2024-10-10
P00439,Rice 439,Grocery,BrandA,35995.69,discontinued,2023-12-20
P00440,Jeans 440,Fashion,BrandA,19592.08,discontinued,2025-08-25
P00441,Sneakers 441,Fashion,BrandA,30411.38,discontinued,2025-03-14
P00442,Sneakers 442,Fashion,BrandC,74693.65,active,2024-01-25
P00443,Tea 443,Grocery,BrandB,39002.43,discontinued,2023-05-03
P00444,Mixer 444,Home,BrandC,6096.19,discontinued,2024-08-15
P00445,Jeans 445,Fashion,BrandD,46727.14,active,2025-05-02
P00446,Coffee 446,Grocery,BrandB,86120.56,active,2024-09-28
P00447,Perfume 447,Beauty,BrandB,55077.48,active,2024-11-29
P00448,Chair 448,Home,BrandD,33311.51,active,2023-02-06
P00449,Oil 449,Grocery,BrandB,37576.69,active,2024-04-23
P00450,Bedsheet 450,Home,BrandC,70829.61,active,2024-02-03
P00451,Sneakers 451,Fashion,BrandB,70361.03,active,2024-05-25
P00452,Tea 452,Grocery,BrandC,80158.89,active,2025-02-25
P00453,Sneakers 453,Fashion,BrandD,7391.19,discontinued,2024-06-28
P00454,Smartphone 454,Electronics,BrandB,35110.72,active,2023-10-21
P00455,Mixer 455,Home,BrandB,42679.32,active,2024-11-01
P00456,Bedsheet 456,,BrandC,50604.06,active,2025-09-19
P00457,Chair 457,Home,BrandB,74186.35,active,2024-08-28
P00458,Speaker 458,Electronics,BrandC,79638.67,active,2025-02-09
P00459,Coffee 459,Grocery,BrandB,26892.08,active,2024-08-29
P00460,Headphones 460,Electronics,BrandD,58675.02,active,2025-01-24
P00461,Rice 461,Grocery,BrandD,40245.92,active,2025-06-28
P00462,Mixer 462,Home,BrandD,84326.32,active,2024-02-10
P00463,Perfume 463,Beauty,BrandB,25685.87,active,2023-02-04
P00464,Headphones 464,Electronics,BrandD,78106.97,active,2023-10-18
P00465,Bedsheet 465,Home,BrandD,49547.43,active,2025-03-21
P00466,Sneakers 466,Fashion,BrandA,55208.34,active,2024-10-25
P00467,Cream 467,Beauty,BrandA,3621.18,active,2025-10-14
P00468,Headphones 468,Electronics,BrandA,12660.84,active,2024-04-26
P00469,Mouse 469,Electronics,BrandC,87510.96,active,2025-04-25
P00470,Mixer 470,Home,BrandA,44361.62,discontinued,2025-03-21
P00471,T-Shirt 471,Fashion,BrandD,73307.62,active,2023-08-25
P00472,Chair 472,Home,BrandA,21594.74,active,2024-04-06
P00473,Coffee 473,Grocery,BrandB,3872.45,active,2023-10-09
P00474,Perfume 474,Beauty,BrandD,29119.69,active,2025-11-10
P00475,Bedsheet 475,Home,BrandD,2194.3,active,2023-03-24
P00476,T-Shirt 476,Fashion,BrandD,18858.59,active,2024-12-16
P00477,Laptop 477,Electronics,BrandB,79357.69,discontinued,2024-03-11
P00478,T-Shirt 478,Fashion,BrandC,82374.84,active,2025-02-05
P00479,Perfume 479,Beauty,BrandB,14454.91,active,2024-11-16
P00480,Sneakers 480,Fashion,BrandD,80821.7,active,2024-08-07
P00481,Coffee 481,Grocery,BrandD,40143.27,active,2024-01-14
P00482,Headphones 482,,BrandA,34919.69,active,2024-02-14
P00483,Cream 483,Beauty,BrandB,67274.79,active,2025-01-09
P00484,Coffee 484,Grocery,BrandB,58332.88,active,2024-03-20
P00485,Shampoo 485,Beauty,BrandB,27946.35,active,2024-11-14
P00486,Jacket 486,Fashion,BrandD,85215.81,active,2025-07-26
P00487,Rice 487,Grocery,BrandD,82880.04,active,2024-05-23
P00488,Laptop 488,Electronics,BrandA,9724.96,active,2023-04-13
P00489,Mouse 489,Electronics,BrandC,83719.94,discontinued,2025-02-20
P00490,Shampoo 490,Beauty,BrandC,8823.16,active,2024-01-26
P00491,Oil 491,Grocery,BrandD,6922.87,active,2024-09-01
P00492,Headphones 492,Electronics,BrandC,27240.35,discontinued,2024-02-24
P00493,Speaker 493,Electronics,BrandA,67003.91,discontinued,2023-12-24
P00494,Headphones 494,Electronics,BrandB,7821.69,discontinued,2024-07-13
P00495,Mixer 495,Home,BrandD,63282.68,active,2023-11-10
P00496,T-Shirt 496,Fashion,BrandD,35826.7,active,2023-03-18
P00497,Tea 497,Grocery,BrandD,74754.17,active,2023-01-28
P00498,Shampoo 498,Beauty,BrandC,59122.37,active,2025-09-08
P00499,Sneakers 499,Fashion,BrandC,2275.21,active,2024-04-25
P00500,Coffee 500,Grocery,BrandA,89625.7,discontinued,2025-09-27
P00501,T-Shirt 501,Fashion,BrandA,25843.62,active,2025-07-23
P00502,Rice 502,Grocery,BrandC,33644.21,active,2024-10-18
P00503,Bedsheet 503,Home,BrandD,15722.73,active,2025-08-15
P00504,Lamp 504,Home,BrandD,13355.18,discontinued,2025-01-07
P00505,Coffee 505,Grocery,BrandB,54225.5,active,2025-01-04
P00506,Tea 506,Grocery,BrandB,67853.0,active,2024-12-04
P00507,Cream 507,Beauty,BrandC,13122.94,active,2023-10-13
P00508,Jacket 508,Fashion,BrandD,7430.37,active,2025-10-23
P00509,Shampoo 509,Beauty,BrandA,46799.63,active,2023-12-04
P00510,Sneakers 510,Fashion,BrandC,44067.06,active,2025-03-19
P00511,Cream 511,Beauty,BrandB,73756.93,active,2025-04-15
P00512,Keyboard 512,Electronics,BrandD,57671.0,active,2024-01-21
P00513,Laptop 513,Electronics,BrandD,72010.17,active,2023-05-28
P00514,Chair 514,Home,BrandC,68041.59,active,2023-07-17
P00515,T-Shirt 515,Fashion,BrandC,1538.5,active,2024-02-29
P00516,T-Shirt 516,Fashion,BrandD,6106.6,active,2025-05-14
P00517,Bedsheet 517,Home,BrandC,1030.32,active,2025-03-05
P00518,Chair 518,Home,BrandD,27396.49,active,2025-10-03
P00519,Smartphone 519,Electronics,BrandA,28821.3,active,2025-08-27
P00520,Coffee 520,Grocery,BrandC,38089.33,discontinued,2023-02-25
P00521,Coffee 521,Grocery,BrandA,86652.12,discontinued,2024-05-31
P00522,Shampoo 522,Beauty,BrandA,7540.18,discontinued,2025-02-16
P00523,Chair 523,Home,BrandD,54356.5,active,2024-10-23
P00524,Bedsheet 524,Home,BrandD,19552.66,active,2023-01-22
P00525,T-Shirt 525,Fashion,BrandD,84203.59,active,2025-10-25
P00526,Jacket 526,Fashion,BrandD,24784.72,active,2024-06-02
P00527,Shampoo 527,Beauty,BrandD,62863.63,active,2025-07-14
P00528,Chair 528,Home,BrandC,3660.3,discontinued,2023-08-13
P00529,T-Shirt 529,Fashion,BrandD,17985.15,active,2023-01-12
P00530,Rice 530,Grocery,BrandA,69539.84,active,2024-01-10
P00531,Sneakers 531,Fashion,BrandD,77911.66,active,2025-06-29
P00532,Headphones 532,Electronics,BrandB,14865.84,active,2025-06-16
P00533,Oil 533,Grocery,BrandD,71506.81,active,2025-12-11
P00534,Mixer 534,Home,BrandA,37722.72,active,2025-06-12
P00535,Cream 535,Beauty,BrandA,38049.19,active,2024-06-22
P00536,Bedsheet 536,Home,BrandB,36167.32,active,2023-09-05
P00537,Keyboard 537,Electronics,BrandB,7847.07,active,2025-07-02
P00538,Perfume 538,Beauty,BrandD,50198.57,active,2024-01-15
P00539,Perfume 539,Beauty,BrandA,10497.22,active,2024-02-19
P00540,Sneakers 540,Fashion,BrandD,12058.68,active,2025-01-31
P00541,Laptop 541,Electronics,BrandA,70944.79,active,2025-12-22
P00542,Mouse 542,Electronics,BrandB,79244.19,active,2024-05-14
P00543,Rice 543,Grocery,BrandD,17044.94,discontinued,2025-09-07
P00544,T-Shirt 544,Fashion,BrandA,15583.82,active,2023-09-18
P00545,Shampoo 545,Beauty,BrandA,77517.8,discontinued,2025-11-17
P00546,Laptop 546,Electronics,BrandD,14892.77,active,2024-04-06
P00547,Bedsheet 547,Home,BrandD,5445.8,active,2024-10-18
P00548,Coffee 548,Grocery,BrandC,17399.1,discontinued,2025-07-10
P00549,Shampoo 549,Beauty,BrandB,67394.88,discontinued,2025-11-09
P00550,Rice 550,Grocery,BrandC,21781.35,discontinued,2023-06-03
P00551,Coffee 551,Grocery,BrandA,37605.09,active,2023-03-23
P00552,Lamp 552,Home,BrandD,35442.6,active,2024-09-13
P00553,Cream 553,Beauty,BrandC,29491.73,discontinued,2025-11-13
P00554,Tea 554,Grocery,BrandB,68187.0,discontinued,2024-11-21
P00555,Speaker 555,Electronics,BrandC,44111.62,active,2024-05-30
P00556,Lamp 556,Home,BrandB,78737.66,active,2024-10-25
P00557,Jeans 557,Fashion,BrandC,unknown,active,2024-11-17
P00558,Cream 558,Beauty,BrandC,37085.61,discontinued,2024-01-21
P00559,Shampoo 559,Beauty,BrandC,72217.82,active,2025-01-10
P00560,Cream 560,Beauty,BrandD,28957.13,active,2023-08-29
P00561,Chair 561,Home,BrandC,18579.59,active,2025-10-14
P00562,Chair 562,Home,BrandC,35295.39,discontinued,2026-01-05
P00563,Chair 563,Home,BrandA,22984.94,active,2023-09-12
P00564,Tea 564,Grocery,BrandB,373.78,active,2025-10-10
P00565,Oil 565,Grocery,BrandD,46039.77,active,2024-06-28
P00566,Smartphone 566,Electronics,BrandD,56559.9,active,2025-09-02
P00567,Tea 567,Grocery,BrandB,28237.73,active,2023-09-09
P00568,Mixer 568,Home,BrandA,3769.83,active,2023-08-09
P00569,Cream 569,Beauty,BrandA,24215.81,discontinued,2024-02-24
P00570,Speaker 570,Electronics,BrandA,51025.74,active,2024-11-22
P00571,Cream 571,,BrandD,25003.47,active,2024-04-17
P00572,Sneakers 572,Fashion,BrandC,83512.41,active,2023-11-07
P00573,Laptop 573,Electronics,BrandB,52604.07,active,2025-02-23
P00574,T-Shirt 574,Fashion,BrandA,85906.24,active,2025-09-22
P00575,Headphones 575,Electronics,BrandD,22217.67,active,2024-05-10
P00576,Rice 576,Grocery,BrandB,80278.32,active,2023-08-08
P00577,Keyboard 577,Electronics,BrandD,60430.85,discontinued,2025-07-02
P00578,Jeans 578,Fashion,BrandA,9104.97,discontinued,2025-06-28
P00579,Rice 579,Grocery,BrandD,66545.66,discontinued,2023-02-17
P00580,Perfume 580,Beauty,BrandD,18525.18,discontinued,2025-12-09
P00581,Lamp 581,Home,BrandD,1942.77,discontinued,2024-02-25
P00582,Chair 582,Home,BrandD,63334.8,active,2025-04-07
P00583,Jeans 583,Fashion,BrandD,unknown,active,2024-05-24
P00584,Chair 584,Home,BrandD,unknown,active,2024-05-14
P00585,Smartphone 585,Electronics,BrandA,64199.22,discontinued,2024-12-07
P00586,Bedsheet 586,Home,BrandD,1922.83,discontinued,2025-05-18
P00587,Smartphone 587,Electronics,BrandB,23002.92,active,2025-01-20
P00588,Bedsheet 588,Home,BrandB,14296.19,active,2023-03-16
P00589,Oil 589,Grocery,BrandB,4394.23,active,2023-11-22
P00590,Laptop 590,Electronics,BrandA,62602.53,active,2023-06-12
P00591,Perfume 591,Beauty,BrandC,40822.83,active,2025-06-11
P00592,Chair 592,Home,BrandC,20679.65,active,2025-12-02
P00593,Keyboard 593,Electronics,BrandA,78473.17,active,2024-08-13
P00594,Perfume 594,Beauty,BrandB,84786.09,active,2023-02-05
P00595,T-Shirt 595,Fashion,BrandA,6139.0,active,2024-01-02
P00596,Shampoo 596,Beauty,BrandC,70133.01,active,2023-11-09
P00597,Shampoo 597,Beauty,BrandA,22168.54,active,2023-12-18
P00598,Mixer 598,Home,BrandA,45122.1,discontinued,2023-10-04
P00599,T-Shirt 599,Fashion,BrandB,42258.49,active,2025-01-22
P00600,Perfume 600,Beauty,BrandD,41659.48,active,2023-08-14
P00601,Jeans 601,Fashion,BrandA,57641.04,active,2025-02-11
P00602,T-Shirt 602,Fashion,BrandD,25905.25,discontinued,2025-04-07
P00603,Perfume 603,Beauty,BrandC,86592.47,discontinued,2024-05-29
P00604,Perfume 604,Beauty,BrandD,15087.25,active,2023-03-16
P00605,T-Shirt 605,Fashion,BrandC,54013.86,active,2023-08-25
P00606,Perfume 606,Beauty,BrandC,34480.9,active,2023-02-18
P00607,Bedsheet 607,Home,BrandA,17947.36,active,2025-06-10
P00608,Jacket 608,Fashion,BrandB,77878.53,active,2025-03-22
P00609,Jeans 609,Fashion,BrandB,1552.71,discontinued,2024-06-01
P00610,Tea 610,Grocery,BrandD,42014.11,active,2024-02-24
P00611,Rice 611,Grocery,BrandA,37468.74,active,2023-10-26
P00612,Mouse 612,Electronics,BrandC,33713.28,discontinued,2025-03-02
P00613,Coffee 613,Grocery,BrandC,53873.42,discontinued,2023-03-24
P00614,Coffee 614,Grocery,BrandB,31775.22,active,2025-11-03
P00615,T-Shirt 615,Fashion,BrandB,89289.59,active,2023-05-03
P00616,Laptop 616,Electronics,BrandC,19744.95,active,2025-07-07
P00617,Oil 617,Grocery,BrandD,71882.12,active,2024-10-30
P00618,Lamp 618,Home,BrandA,4658.4,discontinued,2025-09-25
P00619,Coffee 619,Grocery,BrandA,59995.5,active,2025-02-12
P00620,Bedsheet 620,Home,BrandC,65851.97,active,2023-10-19
P00621,T-Shirt 621,,BrandC,55549.34,discontinued,2024-03-27
P00622,Headphones 622,Electronics,BrandB,27317.69,active,2025-05-06
P00623,Shampoo 623,Beauty,BrandB,37629.61,discontinued,2024-06-06
P00624,T-Shirt 624,Fashion,BrandB,89193.1,active,2024-06-27
P00625,Coffee 625,Grocery,BrandB,19780.97,discontinued,2023-08-22
P00626,Speaker 626,Electronics,BrandC,41407.8,active,2025-08-18
P00627,Lamp 627,Home,BrandC,56866.69,active,2025-12-01
P00628,Chair 628,Home,BrandA,20419.8,discontinued,2025-09-16
P00629,Lamp 629,Home,BrandC,84599.41,discontinued,2025-04-08
P00630,Laptop 630,Electronics,BrandC,27086.8,active,2023-10-31
P00631,Shampoo 631,Beauty,BrandB,76016.38,active,2025-08-08
P00632,T-Shirt 632,Fashion,BrandC,62788.56,discontinued,2025-03-29
P00633,Oil 633,Grocery,BrandB,26973.68,active,2025-09-12
P00634,Mouse 634,Electronics,BrandA,unknown,discontinued,2025-04-11
P00635,Rice 635,Grocery,BrandA,37326.92,active,2025-01-28
P00636,Mouse 636,Electronics,BrandD,21272.55,discontinued,2024-03-14
P00637,Tea 637,Grocery,BrandC,76462.55,active,2023-12-04
P00638,Chair 638,Home,BrandD,53850.56,active,2023-07-26
P00639,Headphones 639,Electronics,BrandA,71673.79,active,2025-05-27
P00640,Coffee 640,Grocery,BrandB,84098.93,active,2023-01-05
P00641,Rice 641,Grocery,BrandC,3019.0,active,2025-01-01
P00642,Shampoo 642,Beauty,BrandC,3715.45,active,2023-07-24
P00643,Laptop 643,Electronics,BrandA,7484.53,active,2024-01-29
P00644,Jacket 644,Fashion,BrandD,74191.25,active,2024-07-01
P00645,Perfume 645,Beauty,BrandA,unknown,active,2023-10-11
P00646,Smartphone 646,Electronics,BrandC,54586.6,active,2025-11-20
P00647,Smartphone 647,Electronics,BrandC,54615.0,active,2025-03-16
P00648,Chair 648,Home,BrandD,62566.2,active,2025-11-08
P00649,Lamp 649,Home,BrandD,58841.77,discontinued,2024-04-26
P00650,Lamp 650,Home,BrandD,19012.41,active,2023-11-14
P00651,Headphones 651,Electronics,BrandA,5362.63,active,2023-08-09
P00652,Rice 652,Grocery,BrandA,13507.47,active,2024-11-12
P00653,Chair 653,Home,BrandD,64700.15,discontinued,2023-09-09
P00654,Cream 654,Beauty,BrandB,52923.36,discontinued,2023-03-11
P00655,Chair 655,Home,BrandC,35220.22,active,2023-04-11
P00656,Mouse 656,Electronics,BrandD,35109.15,discontinued,2025-03-25
P00657,Bedsheet 657,Home,BrandC,12030.66,discontinued,2024-10-06
P00658,Cream 658,Beauty,BrandB,unknown,active,2025-05-01
P00659,Smartphone 659,Electronics,BrandC,78806.84,active,2023-03-28
P00660,Jeans 660,Fashion,BrandD,46189.57,active,2024-02-19
P00661,Jacket 661,Fashion,BrandA,3537.34,active,2024-12-03
P00662,Perfume 662,Beauty,BrandA,30399.21,discontinued,2025-10-23
P00663,Jeans 663,Fashion,BrandC,13370.7,discontinued,2025-12-18
P00664,Cream 664,Beauty,BrandB,83397.91,discontinued,2023-03-22
P00665,Oil 665,Grocery,BrandD,48528.2,active,2024-08-05
P00666,Mixer 666,Home,BrandA,36707.68,discontinued,2025-05-04
P00667,Rice 667,,BrandB,83084.21,discontinued,2024-06-26
P00668,Mixer 668,Home,BrandC,73520.93,discontinued,2024-06-27
P00669,Laptop 669,Electronics,BrandB,20691.54,discontinued,2024-05-04
P00670,Coffee 670,Grocery,BrandA,38746.57,active,2026-01-01
P00671,Perfume 671,Beauty,BrandC,1549.6,active,2025-10-14
P00672,Shampoo 672,Beauty,BrandC,48105.37,active,2024-04-25
P00673,Oil 673,Grocery,BrandB,16017.13,active,2025-05-29
P00674,Mouse 674,Electronics,BrandD,58244.12,active,2023-07-23
P00675,Sneakers 675,Fashion,BrandC,15278.52,active,2025-05-01
P00676,Jacket 676,Fashion,BrandB,18432.07,active,2023-07-19
P00677,Lamp 677,Home,BrandA,89809.83,active,2023-11-15
P00678,Headphones 678,Electronics,BrandA,85826.41,active,2024-01-02
P00679,Smartphone 679,Electronics,BrandD,30430.68,active,2025-09-12
P00680,Perfume 680,Beauty,BrandC,70711.89,active,2024-12-24
P00681,Jacket 681,Fashion,BrandC,72609.64,active,2023-06-26
P00682,Keyboard 682,Electronics,BrandB,13191.5,active,2025-09-07
P00683,Mixer 683,Home,BrandD,30669.06,discontinued,2023-08-01
P00684,Perfume 684,Beauty,BrandB,19175.41,discontinued,2023-05-18
P00685,Jacket 685,Fashion,BrandD,50206.6,discontinued,2024-10-21
P00686,Chair 686,Home,BrandA,81005.35,discontinued,2024-01-21
P00687,Laptop 687,Electronics,BrandC,32039.5,active,2025-05-01
P00688,Mouse 688,Electronics,BrandA,77591.66,active,2023-07-16
P00689,Cream 689,Beauty,BrandA,50562.19,active,2025-08-27
P00690,Oil 690,Grocery,BrandA,10848.19,active,2024-05-18
P00691,Bedsheet 691,Home,BrandA,26467.14,active,2024-09-06
P00692,Sneakers 692,Fashion,BrandB,73427.15,active,2024-11-27
P00693,Coffee 693,Grocery,BrandC,87763.65,active,2025-10-17
P00694,Lamp 694,Home,BrandA,unknown,active,2024-11-02
P00695,T-Shirt 695,Fashion,BrandA,78265.88,active,2023-08-21
P00696,Mouse 696,Electronics,BrandC,69138.45,active,2024-01-10
P00697,Shampoo 697,Beauty,BrandA,52433.96,active,2023-04-11
P00698,Lamp 698,Home,BrandA,75744.73,active,2024-09-01
P00699,Smartphone 699,Electronics,BrandA,67726.99,active,2025-05-10
P00700,Speaker 700,Electronics,BrandA,30047.33,active,2023-05-21
P00701,Laptop 701,Electronics,BrandD,440.53,active,2025-08-18
P00702,Bedsheet 702,Home,BrandC,48813.44,active,2024-05-22
P00703,Mouse 703,Electronics,BrandA,15220.71,active,2025-08-21
P00704,Jeans 704,Fashion,BrandB,15309.71,discontinued,2023-01-11
P00705,Perfume 705,Beauty,BrandB,51936.03,discontinued,2024-05-02
P00706,Smartphone 706,Electronics,BrandD,19053.8,active,2025-12-16
P00707,Lamp 707,Home,BrandD,12328.05,active,2024-07-05
P00708,T-Shirt 708,Fashion,BrandC,63644.84,discontinued,2023-01-03
P00709,Smartphone 709,Electronics,BrandC,53199.1,active,2024-01-13
P00710,Shampoo 710,Beauty,BrandB,87048.32,active,2023-03-24
P00711,Jeans 711,Fashion,BrandA,67059.62,discontinued,2023-09-30
P00712,Sneakers 712,Fashion,BrandA,86349.23,active,2023-08-15
P00713,Smartphone 713,Electronics,BrandB,9697.27,discontinued,2023-10-23
P00714,T-Shirt 714,Fashion,BrandC,78202.6,discontinued,2025-02-14
P00715,Cream 715,Beauty,BrandB,24813.81,active,2024-02-28
P00716,Oil 716,Grocery,BrandB,16985.02,discontinued,2025-09-28
P00717,Bedsheet 717,Home,BrandA,4480.09,discontinued,2025-08-07
P00718,T-Shirt 718,Fashion,BrandA,70342.87,discontinued,2025-12-09
P00719,Chair 719,Home,BrandC,37253.32,active,2024-08-03
P00720,Chair 720,Home,BrandA,38399.61,discontinued,2025-12-20
P00721,Laptop 721,Electronics,BrandC,40942.26,active,2025-07-09
P00722,Sneakers 722,Fashion,BrandD,75564.96,active,2023-11-25
P00723,Rice 723,Grocery,BrandB,39476.59,active,2024-04-25
P00724,Tea 724,,BrandB,19761.05,active,2024-07-02
P00725,Lamp 725,Home,BrandC,62116.51,active,2025-04-06
P00726,Headphones 726,Electronics,BrandA,51078.66,active,2024-08-02
P00727,Chair 727,Home,BrandB,68215.7,discontinued,2025-12-18
P00728,Keyboard 728,Electronics,BrandC,86279.25,discontinued,2024-11-29
P00729,Smartphone 729,Electronics,BrandA,17472.25,active,2025-05-20
P00730,Lamp 730,Home,BrandD,unknown,active,2023-07-16
P00731,Tea 731,Grocery,BrandB,56245.76,active,2023-04-04
P00732,Lamp 732,Home,BrandB,42466.83,active,2025-10-06
P00733,Jacket 733,Fashion,BrandA,86178.56,active,2023-07-31
P00734,Shampoo 734,Beauty,BrandA,20878.89,active,2025-08-14
P00735,Coffee 735,Grocery,BrandD,9307.16,active,2024-03-28
P00736,Jeans 736,Fashion,BrandA,33429.26,active,2023-01-24
P00737,Perfume 737,Beauty,BrandC,10895.35,discontinued,2024-03-04
P00738,Mouse 738,Electronics,BrandA,83127.16,active,2024-05-27
P00739,Cream 739,Beauty,BrandB,67197.88,active,2025-09-01
P00740,Chair 740,Home,BrandA,59184.15,discontinued,2024-03-19
P00741,Oil 741,Grocery,BrandB,9080.41,active,2023-01-01
P00742,Oil 742,Grocery,BrandD,84124.16,active,2023-02-25
P00743,Speaker 743,Electronics,BrandC,51487.64,active,2023-12-19
P00744,Jeans 744,Fashion,BrandB,66393.75,active,2024-03-04
P00745,Jeans 745,Fashion,BrandA,26606.4,discontinued,2024-04-07
P00746,Shampoo 746,Beauty,BrandB,2911.66,active,2024-09-05
P00747,Rice 747,Grocery,BrandB,61937.51,discontinued,2025-02-13
P00748,Keyboard 748,Electronics,BrandB,33758.25,discontinued,2023-08-11
P00749,Keyboard 749,Electronics,BrandB,19123.72,discontinued,2023-08-11
P00750,Rice 750,Grocery,BrandB,62995.9,active,2025-12-01
P00751,Cream 751,Beauty,BrandC,47815.45,discontinued,2023-11-19
P00752,Cream 752,,BrandB,59473.65,discontinued,2025-05-20
P00753,Jacket 753,Fashion,BrandC,25183.45,active,2023-02-11
P00754,Jacket 754,Fashion,BrandD,26654.44,active,2023-08-25
P00755,T-Shirt 755,Fashion,BrandA,20738.03,discontinued,2025-03-19
P00756,Cream 756,Beauty,BrandB,66406.1,active,2025-11-26
P00757,Jeans 757,Fashion,BrandB,71920.95,active,2025-11-07
P00758,Cream 758,Beauty,BrandB,79607.14,active,2024-11-25
P00759,Cream 759,Beauty,BrandC,8490.8,active,2023-10-06
P00760,T-Shirt 760,,BrandB,38540.65,active,2024-03-27
P00761,Laptop 761,Electronics,BrandD,13372.17,active,2025-05-14
P00762,Shampoo 762,Beauty,BrandC,66417.68,discontinued,2023-12-04
P00763,Lamp 763,Home,BrandA,2774.01,active,2023-02-19
P00764,Headphones 764,Electronics,BrandA,29078.9,active,2024-01-25
P00765,Coffee 765,Grocery,BrandC,39553.0,active,2023-02-22
P00766,Sneakers 766,Fashion,BrandA,28210.93,active,2024-08-21
P00767,Chair 767,Home,BrandB,7726.84,discontinued,2024-08-11
P00768,Coffee 768,Grocery,BrandC,unknown,active,2024-10-05
P00769,Tea 769,Grocery,BrandD,3711.25,discontinued,2023-02-23
P00770,Laptop 770,Electronics,BrandC,4472.87,active,2025-02-12
P00771,Lamp 771,Home,BrandC,8054.87,active,2025-04-09
P00772,Coffee 772,Grocery,BrandB,21283.3,active,2025-11-13
P00773,Sneakers 773,Fashion,BrandA,33311.4,active,2024-09-27
P00774,Jacket 774,Fashion,BrandA,65685.6,discontinued,2023-04-19
P00775,Rice 775,Grocery,BrandD,21695.86,active,2023-02-04
P00776,Cream 776,Beauty,BrandB,85783.24,active,2023-05-13
P00777,Mouse 777,Electronics,BrandA,72195.28,discontinued,2024-06-01
P00778,Shampoo 778,Beauty,BrandA,80127.23,active,2024-06-13
P00779,Jacket 779,Fashion,BrandB,44900.37,active,2025-02-13
P00780,T-Shirt 780,Fashion,BrandB,36021.81,active,2023-05-15
P00781,Jacket 781,Fashion,BrandC,55747.2,active,2025-12-04
P00782,Cream 782,Beauty,BrandC,60281.01,discontinued,2024-09-01
P00783,T-Shirt 783,Fashion,BrandD,21905.04,active,2025-01-24
P00784,Perfume 784,Beauty,BrandC,19311.58,active,2023-06-18
P00785,Coffee 785,Grocery,BrandC,73997.56,discontinued,2023-11-17
P00786,Lamp 786,Home,BrandA,68208.61,active,2025-04-05
P00787,Sneakers 787,Fashion,BrandB,30646.57,active,2024-01-28
