order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,discount_pct,gross_amount,payment_method,order_status,ingest_date,coupon_code
OI3000503,2026-04-26 00:38:00,C01223,P00459,S001,5,26892.08,0.0,121014.36,CARD,cancelled,2026-04-26,
OI3000504,2026-04-26 03:30:00,C01828,P00776,S031,5,85783.24,0.2,343132.96,COD,cancelled,2026-04-26,NEW10
OI3000505,2026-04-26 11:00:00,C01045,P00013,S056,3,67005.44,0.1,201016.32,WALLET,returned,2026-04-26,
OI3000506,2026-04-26 21:16:00,C02049,P00702,S056,3,48813.44,0.1,117152.26,CARD,shipped,2026-04-26,FESTIVE20
OI3000507,2026-04-26 02:20:00,C00010,P00034,S012,5,26173.66,0.2,130868.3,CARD,delivered,2026-04-26,
OI3000508,2026-04-26 06:04:00,C01654,P00115,S016,4,65194.16,0.2,260776.64,CARD,delivered,2026-04-26,
OI3000509,2026-04-26 02:37:00,C00382,P00081,S063,2,77697.62,0.0,155395.24,COD,returned,2026-04-26,
OI3000510,2026-04-26 18:45:00,C01651,P00395,S045,6,28538.84,0.1,136986.43,UPI,shipped,2026-04-26,FESTIVE20
OI3000511,2026-04-26 13:25:00,C00659,P00186,S063,1,52875.22,0.1,42300.18,CARD,delivered,2026-04-26,FESTIVE20
OI3000512,2026-04-26 06:08:00,C01522,P00708,S010,1,63644.84,0.05,60462.6,COD,shipped,2026-04-26,
OI3000513,2026-04-26 13:55:00,C01168,P00507,S024,4,13122.94,0.0,52491.76,CARD,returned,2026-04-26,
OI3000514,2026-04-26 04:22:00,C00671,P00538,S032,6,50198.57,0.2,301191.42,WALLET,returned,2026-04-26,FESTIVE20
OI3000515,2026-04-08 16:00:00,C02003,P00572,S001,6,83512.41,0.2,450967.01,CARD,delivered,2026-04-26,
OI3000516,2026-04-26 14:40:00,C00520,P00441,S035,4,30411.38,0.2,121645.52,UPI,cancelled,2026-04-26,
OI3000517,2026-04-26 23:07:00,C01261,P00512,S053,3,57671.0,0.0,164362.35,COD,shipped,2026-04-26,
OI3000518,2026-04-26 21:53:00,C01019,P00531,S053,5,77911.66,0.05,311646.64,WALLET,returned,2026-04-26,
OI3000519,2026-04-26 01:19:00,C02198,P00632,S075,3,62788.56,0.1,188365.68,WALLET,returned,2026-04-26,
OI3000520,2026-04-26 00:06:00,C01017,P00695,S007,6,78265.88,0.05,375676.22,UPI,cancelled,2026-04-26,
OI3000521,2026-04-26 17:15:00,C01427,P00077,S033,5,83992.66,0.05,398965.14,NETBANKING,shipped,2026-04-26,NEW10
OI3000522,2026-04-26 01:00:00,C00173,P00672,S026,5,48105.37,0.05,216474.17,WALLET,shipped,2026-04-26,
OI3000523,2026-04-20 17:00:00,C00066,P00388,S051,2,12049.67,0.0,19279.47,NETBANKING,delivered,2026-04-26,
OI3000524,2026-04-26 14:37:00,C01723,P00508,S046,4,7430.37,0.0,23777.18,UPI,cancelled,2026-04-26,NEW10
OI3000525,2026-04-26 23:22:00,C02093,P00598,S008,4,45122.1,0.2,180488.4,NETBANKING,cancelled,2026-04-26,
OI3000526,2026-04-12 12:00:00,C00024,P00355,S047,1,45826.4,0.05,45826.4,COD,shipped,2026-04-26,NEW10
OI3000527,2026-04-26 10:59:00,C00924,P00035,S039,3,49801.37,0.2,141933.9,WALLET,cancelled,2026-04-26,
OI3000528,2026-04-26 11:11:00,C01772,P00181,S062,5,19954.26,0.05,79817.04,UPI,cancelled,2026-04-26,FESTIVE20
OI3000529,2026-04-26 12:42:00,C00064,P00760,S052,3,38540.65,0.2,115621.95,UPI,delivered,2026-04-26,
OI3000530,2026-04-26 03:48:00,C01963,P00734,S027,3,20878.89,0.0,56373.0,NETBANKING,shipped,2026-04-26,
OI3000531,2026-04-26 09:01:00,C00914,P00018,S017,1,57158.76,0.2,45727.01,COD,shipped,2026-04-26,FESTIVE20
OI3000532,2026-04-26 07:42:00,C00628,P00524,S049,4,19552.66,0.1,74300.11,UPI,shipped,2026-04-26,
OI3000533,2026-04-26 21:42:00,C00764,P00516,S041,2,6106.6,0.2,12213.2,WALLET,shipped,2026-04-26,NEW10
OI3000534,2026-04-26 00:08:00,C00739,P00441,S032,2,30411.38,0.05,48658.21,COD,shipped,2026-04-26,
OI3000535,2026-04-26 16:05:00,C01871,P00551,S066,2,37605.09,0.0,71449.67,COD,returned,2026-04-26,
OI3000536,2026-04-26 21:11:00,C01762,P00064,S056,2,25634.15,0.1,48704.89,COD,shipped,2026-04-26,
OI3000537,2026-04-26 01:47:00,C02070,P00303,S049,5,65636.84,0.05,262547.36,NETBANKING,shipped,2026-04-26,
OI3000538,2026-04-26 05:56:00,C01320,P00074,S017,3,50478.89,0.0,121149.34,COD,cancelled,2026-04-26,NEW10
OI3000539,2026-04-26 13:56:00,C00065,P00266,S061,5,46560.04,0.1,209520.18,WALLET,shipped,2026-04-26,
OI3000540,2026-04-26 15:12:00,C00868,P00007,S021,3,26020.02,0.0,74157.06,NETBANKING,delivered,2026-04-26,
OI3000541,2026-04-26 22:54:00,C01975,P00004,S055,6,68176.44,0.05,388605.71,NETBANKING,returned,2026-04-26,
OI3000542,2026-04-26 21:33:00,C02359,P00273,S074,6,5755.55,0.1,31079.97,NETBANKING,shipped,2026-04-26,
OI3000543,2026-04-26 07:19:00,C02328,P00129,S025,1,54358.95,0.0,54358.95,WALLET,delivered,2026-04-26,
OI3000544,2026-04-26 14:25:00,C00784,P00675,S036,3,15278.52,0.05,36668.45,WALLET,returned,2026-04-26,
OI3000545,2026-04-26 20:53:00,C00157,P00751,S007,4,47815.45,0.05,181698.71,COD,shipped,2026-04-26,
OI3000546,2026-04-26 14:29:00,C00283,P00687,S055,5,32039.5,0.05,128158.0,COD,delivered,2026-04-26,
OI3000547,2026-04-26 02:27:00,C02280,P00150,S053,6,30918.13,0.2,185508.78,UPI,returned,2026-04-26,
OI3000548,2026-04-26 01:53:00,C01771,P00169,S070,1,41370.63,0.1,37233.57,WALLET,returned,2026-04-26,FESTIVE20
OI3000549,2026-04-26 21:34:00,C01824,P00560,S025,3,28957.13,0.05,78184.25,COD,delivered,2026-04-26,NEW10
OI3000550,2026-04-26 06:37:00,C00345,P00731,S056,4,56245.76,0.2,213733.89,CARD,returned,2026-04-26,
OI3000551,2026-04-26 06:42:00,C01844,,S048,2,unknown,0.05,bad_amount,COD,shipped,2026-04-26,
OI3000552,2026-04-26 23:30:00,C02145,P00381,S038,4,40514.44,0.05,129646.21,COD,delivered,2026-04-26,NEW10
OI3000553,2026-04-26 10:04:00,C01287,P00485,S052,6,27946.35,0.0,150910.29,UPI,returned,2026-04-26,NEW10
OI3000554,2026-04-26 16:31:00,C02094,P00662,S049,4,30399.21,0.1,109437.16,NETBANKING,delivered,2026-04-26,
OI3000555,2026-04-26 17:16:00,C01127,P00767,S009,6,7726.84,0.1,41724.94,UPI,cancelled,2026-04-26,
OI3000556,2026-04-15 16:00:00,C02307,P00045,S023,4,9818.72,0.2,39274.88,NETBANKING,delivered,2026-04-26,
OI3000557,2026-04-26 06:38:00,C00889,P00162,S021,1,26013.63,0.05,23412.27,UPI,delivered,2026-04-26,NEW10
OI3000558,2026-04-26 06:31:00,C00227,P00340,S047,3,16426.26,0.0,44350.9,NETBANKING,cancelled,2026-04-26,
OI3000559,2026-04-26 08:10:00,C00622,P00617,S037,3,71882.12,0.1,204864.04,WALLET,shipped,2026-04-26,
OI3000560,2026-04-26 17:46:00,C01101,P00426,S049,1,7233.88,0.05,7233.88,UPI,delivered,2026-04-26,
OI3000561,2026-04-26 03:04:00,C01532,P00526,S067,2,24784.72,0.2,39655.55,UPI,delivered,2026-04-26,
OI3000562,2026-04-26 01:49:00,C00072,P00673,S014,6,16017.13,0.05,86492.5,CARD,returned,2026-04-26,NEW10
OI3000563,2026-04-26 18:56:00,C02317,P00058,S075,6,72269.01,0.1,433614.06,CARD,cancelled,2026-04-26,
OI3000564,2026-04-26 08:39:00,C01389,P00036,S073,3,9298.66,0.1,25106.38,WALLET,shipped,2026-04-26,
OI3000565,2026-04-26 23:19:00,C00405,P00285,S007,5,35238.69,0.0,167383.78,WALLET,delivered,2026-04-26,FESTIVE20
OI3000566,2026-04-13 15:00:00,C00438,P00244,S059,6,45642.76,0.1,219085.25,UPI,cancelled,2026-04-26,
OI3000567,2026-04-26 03:04:00,C01313,P00673,S013,2,16017.13,0.05,30432.55,NETBANKING,cancelled,2026-04-26,
OI3000568,2026-04-26 05:40:00,C01543,P00693,S024,1,87763.65,0.0,87763.65,UPI,returned,2026-04-26,
OI3000569,2026-04-26 11:57:00,C01356,P00433,S027,1,62850.99,0.05,50280.79,WALLET,shipped,2026-04-26,
OI3000570,2026-04-26 09:56:00,C01572,P00705,S018,1,51936.03,0.1,49339.23,NETBANKING,cancelled,2026-04-26,
OI3000571,2026-04-26 06:31:00,C01320,P00599,S015,4,42258.49,0.0,135227.17,WALLET,cancelled,2026-04-26,
OI3000572,2026-04-26 21:51:00,C02008,P00368,S029,3,46678.84,0.1,126032.87,WALLET,cancelled,2026-04-26,
OI3000573,2026-04-26 23:25:00,C01910,P00381,S075,6,40514.44,0.2,243086.64,CARD,delivered,2026-04-26,
OI3000574,2026-04-26 10:01:00,C02148,P00760,S046,5,38540.65,0.0,192703.25,CARD,returned,2026-04-26,
OI3000575,2026-04-26 15:20:00,C00483,P00635,S011,2,37326.92,0.05,67188.46,NETBANKING,returned,2026-04-26,NEW10
OI3000576,2026-04-26 16:46:00,C01814,P00437,S063,1,78191.92,0.0,78191.92,COD,returned,2026-04-26,
OI3000577,2026-04-26 01:25:00,C00223,P00705,S010,2,51936.03,0.05,93484.85,UPI,shipped,2026-04-26,NEW10
OI3000578,2026-04-26 19:17:00,C01545,P00411,S026,1,3717.78,0.0,3717.78,WALLET,returned,2026-04-26,
OI3000579,2026-04-26 05:40:00,C00571,P00134,S058,4,unknown,0.1,bad_amount,NETBANKING,shipped,2026-04-26,
OI3000580,2026-04-26 14:41:00,C02348,P00052,S062,5,41566.57,0.1,197441.21,WALLET,shipped,2026-04-26,
OI3000581,2026-04-26 22:54:00,C00309,P00226,S002,6,61015.98,0.0,347791.09,COD,shipped,2026-04-26,FESTIVE20
OI3000582,2026-04-26 06:49:00,C00058,P00630,S025,6,27086.8,0.1,162520.8,UPI,delivered,2026-04-26,
OI3000583,2026-04-26 10:21:00,C01909,P00686,S074,4,81005.35,0.0,291619.26,WALLET,shipped,2026-04-26,
OI3000584,2026-04-26 02:06:00,C01667,P00699,S005,1,67726.99,0.0,64340.64,COD,returned,2026-04-26,
OI3000585,2026-04-20 10:00:00,C00092,P00149,S044,5,52945.24,0.05,238253.58,UPI,returned,2026-04-26,
OI3000586,2026-04-26 20:03:00,C02314,P00384,S069,3,66621.3,0.0,159891.12,COD,shipped,2026-04-26,
OI3000587,2026-04-09 20:00:00,C00692,P00377,S062,5,61653.87,0.2,308269.35,CARD,cancelled,2026-04-26,
OI3000588,2026-04-26 14:34:00,C01778,P00475,S001,6,2194.3,0.05,11849.22,WALLET,cancelled,2026-04-26,
OI3000589,2026-04-26 20:12:00,C02395,P00430,S012,4,66211.05,0.1,238359.78,NETBANKING,delivered,2026-04-26,NEW10
OI3000590,2026-04-26 07:10:00,C02099,P00122,S024,1,45035.48,0.1,45035.48,UPI,shipped,2026-04-26,NEW10
OI3000591,2026-04-26 22:59:00,C00322,P00457,S053,4,74186.35,0.0,267070.86,UPI,shipped,2026-04-26,
OI3000592,2026-04-26 03:03:00,C01329,P00771,S038,5,8054.87,0.0,36246.92,COD,shipped,2026-04-26,
OI3000593,2026-04-26 21:28:00,C00243,P00198,S006,5,7578.09,0.05,37890.45,WALLET,cancelled,2026-04-26,
OI3000594,2026-04-26 00:41:00,C01720,P00156,S054,3,44208.86,0.1,119363.92,CARD,delivered,2026-04-26,
OI3000595,2026-04-26 09:46:00,C01114,P00293,S075,5,8044.48,0.0,32177.92,CARD,delivered,2026-04-26,
OI3000596,2026-04-26 11:26:00,C01778,P00295,S055,1,37814.51,0.1,35923.78,UPI,cancelled,2026-04-26,
OI3000597,2026-04-26 13:51:00,C02339,P00229,S063,6,78587.43,0.0,471524.58,WALLET,shipped,2026-04-26,
OI3000598,2026-04-26 21:49:00,C02327,P00287,S069,3,66589.78,0.2,199769.34,COD,delivered,2026-04-26,
OI3000599,2026-04-26 00:15:00,C02494,P00516,S027,1,6106.6,0.1,5495.94,COD,delivered,2026-04-26,
OI3000600,2026-04-26 00:03:00,C02082,P00540,S026,5,12058.68,0.2,54264.06,WALLET,returned,2026-04-26,
OI3000601,2026-04-26 04:36:00,C00685,P00309,S028,4,30383.15,0.05,115455.97,COD,shipped,2026-04-26,FESTIVE20
OI3000602,2026-04-26 10:27:00,C01332,P00376,S012,5,25959.56,0.05,123307.91,NETBANKING,delivered,2026-04-26,NEW10
OI3000603,2026-04-26 14:35:00,C00287,P00403,S001,2,79230.44,0.2,150537.84,WALLET,delivered,2026-04-26,
OI3000604,2026-04-26 10:00:00,C01007,P00109,S060,4,87371.25,0.2,314536.5,NETBANKING,shipped,2026-04-26,
OI3000605,2026-04-26 16:58:00,C01118,P00567,S028,6,28237.73,0.1,160955.06,WALLET,returned,2026-04-26,
OI3000606,2026-04-26 07:06:00,C01304,P00477,S031,3,79357.69,0.05,226169.42,CARD,returned,2026-04-26,NEW10
OI3000607,2026-04-26 12:45:00,C01202,P00639,S066,3,71673.79,0.05,172017.1,WALLET,delivered,2026-04-26,
OI3000608,2026-04-26 23:13:00,C01540,P00346,S069,6,21611.47,0.2,103735.06,WALLET,returned,2026-04-26,
OI3000609,2026-04-26 13:47:00,C00040,P00748,S031,4,33758.25,0.0,121529.7,WALLET,shipped,2026-04-26,
OI3000610,2026-04-26 20:09:00,C01490,P00221,S065,5,12154.88,0.1,60774.4,UPI,shipped,2026-04-26,FESTIVE20
OI3000611,2026-04-26 08:44:00,C00171,P00146,S039,4,18705.7,0.0,71081.66,NETBANKING,returned,2026-04-26,
OI3000612,2026-04-26 08:17:00,C00407,P00609,S042,2,1552.71,0.1,2794.88,UPI,shipped,2026-04-26,NEW10
OI3000613,2026-04-26 18:30:00,C01548,P00510,S074,6,44067.06,0.2,251182.24,WALLET,delivered,2026-04-26,
OI3000614,2026-04-26 02:46:00,C01765,P00037,S001,2,27187.86,0.0,54375.72,CARD,delivered,2026-04-26,
OI3000615,2026-04-26 07:25:00,C01474,P00138,S010,1,8583.97,0.2,6867.18,UPI,returned,2026-04-26,
OI3000616,2026-04-09 09:00:00,C01657,P00123,S047,3,30615.63,0.05,82662.2,CARD,shipped,2026-04-26,
OI3000617,2026-04-26 12:50:00,C01554,P00256,S019,1,2640.76,0.2,2508.72,WALLET,cancelled,2026-04-26,
OI3000618,2026-04-26 15:32:00,C00126,P00618,S026,2,4658.4,0.1,8850.96,CARD,cancelled,2026-04-26,
OI3000619,2026-04-26 17:56:00,C01029,P00260,S066,1,41841.84,0.1,39749.75,NETBANKING,delivered,2026-04-26,
OI3000620,2026-04-26 11:43:00,C01296,P00220,S060,6,30894.86,0.2,185369.16,WALLET,cancelled,2026-04-26,
OI3000621,2026-04-26 18:04:00,C01158,P00386,S027,1,84773.95,0.2,80535.25,COD,returned,2026-04-26,
OI3000622,2026-04-26 02:09:00,C00633,P00339,S070,4,2566.61,0.0,9239.8,COD,delivered,2026-04-26,
OI3000623,2026-04-26 12:37:00,C01045,P00359,S048,1,74405.37,0.1,66964.83,NETBANKING,returned,2026-04-26,
OI3000624,2026-04-26 14:17:00,C00779,P00547,S009,5,5445.8,0.05,21783.2,WALLET,shipped,2026-04-26,
OI3000625,2026-04-26 10:54:00,C00065,P00056,S018,5,26763.85,0.05,107055.4,UPI,shipped,2026-04-26,
OI3000626,2026-04-26 20:05:00,C02461,,S049,6,53037.26,0.0,NaN_TEXT,COD,returned,2026-04-26,
OI3000627,2026-04-26 07:40:00,C00238,P00699,S016,5,67726.99,0.2,321703.2,WALLET,shipped,2026-04-26,
OI3000628,2026-04-26 19:33:00,C00645,P00468,S043,1,12660.84,0.1,11394.76,COD,returned,2026-04-26,FESTIVE20
OI3000629,2026-04-26 05:33:00,C00396,P00379,S056,6,50679.03,0.2,288870.47,CARD,cancelled,2026-04-26,
OI3000630,2026-04-26 19:36:00,C01527,P00657,S072,1,12030.66,0.2,11429.13,WALLET,delivered,2026-04-26,
OI3000631,2026-04-26 11:14:00,C01091,P00147,S035,4,53949.22,0.05,215796.88,WALLET,cancelled,2026-04-26,
OI3000632,2026-04-26 03:59:00,C00237,P00724,S017,4,19761.05,0.2,63235.36,NETBANKING,delivered,2026-04-26,
OI3000633,2026-04-26 02:29:00,C01745,P00780,S014,1,36021.81,0.05,28817.45,NETBANKING,shipped,2026-04-26,NEW10
OI3000634,2026-04-26 16:05:00,C02069,P00436,S053,2,31812.32,0.0,63624.64,CARD,shipped,2026-04-26,
OI3000635,2026-04-26 07:53:00,C01456,P00576,S017,5,80278.32,0.0,381322.02,WALLET,delivered,2026-04-26,NEW10
OI3000636,2026-04-26 00:13:00,C01763,P00528,S071,1,3660.3,0.2,3477.28,CARD,cancelled,2026-04-26,FESTIVE20
OI3000637,2026-04-26 15:05:00,C01305,P00671,S074,3,1549.6,0.0,4648.8,CARD,delivered,2026-04-26,NEW10
OI3000638,2026-04-06 13:00:00,C01175,P00388,S027,4,12049.67,0.0,48198.68,WALLET,cancelled,2026-04-26,NEW10
OI3000639,2026-04-26 00:47:00,C00396,P00424,S051,4,42885.89,0.1,171543.56,COD,shipped,2026-04-26,
OI3000640,2026-04-26 22:53:00,C00886,P00576,S031,1,80278.32,0.05,80278.32,CARD,returned,2026-04-26,NEW10
OI3000641,2026-04-26 04:14:00,C01561,P00050,S005,5,75102.36,0.05,356736.21,CARD,cancelled,2026-04-26,
OI3000642,2026-04-26 20:49:00,C01093,P00113,S070,6,14947.56,0.2,80716.82,COD,shipped,2026-04-26,
OI3000643,2026-04-17 10:00:00,C01710,P00285,S013,5,35238.69,0.2,167383.78,UPI,delivered,2026-04-26,
OI3000644,2026-04-26 10:55:00,C02500,P00367,S075,5,74073.14,0.2,370365.7,UPI,shipped,2026-04-26,FESTIVE20
OI3000645,2026-04-26 05:45:00,C00784,P00201,S066,6,44375.05,0.1,239625.27,COD,returned,2026-04-26,
OI3000646,2026-04-26 00:17:00,C01213,P00244,S048,3,45642.76,0.2,123235.45,COD,delivered,2026-04-26,FESTIVE20
OI3000647,2026-04-26 16:26:00,C01771,P00407,S036,2,17806.09,0.1,28489.74,NETBANKING,returned,2026-04-26,
OI3000648,2026-04-26 04:02:00,C01563,P00347,S061,1,5351.49,0.1,5083.92,UPI,shipped,2026-04-26,
OI3000649,2026-04-26 13:17:00,C00398,P00567,S037,1,28237.73,0.05,22590.18,NETBANKING,cancelled,2026-04-26,
OI3000650,2026-04-26 12:21:00,C00302,P00378,S064,1,3535.63,0.2,2828.5,UPI,shipped,2026-04-26,
OI3000651,2026-04-26 09:54:00,C01215,P00161,S066,4,68133.99,0.0,218028.77,CARD,returned,2026-04-26,NEW10
OI3000652,2026-04-26 01:40:00,C01773,P00318,S047,3,37156.14,0.1,89174.74,WALLET,returned,2026-04-26,NEW10
OI3000653,2026-04-26 19:34:00,C00058,P00374,S015,2,45543.07,0.05,91086.14,WALLET,cancelled,2026-04-26,
OI3000654,2026-04-26 10:58:00,C00356,P00320,S047,3,7007.48,0.1,21022.44,NETBANKING,returned,2026-04-26,FESTIVE20
OI3000655,2026-04-26 07:09:00,C00697,P00719,S017,5,37253.32,0.0,186266.6,COD,shipped,2026-04-26,
OI3000656,2026-04-26 20:42:00,C01885,P00729,S004,4,17472.25,0.05,69889.0,WALLET,delivered,2026-04-26,
OI3000657,2026-04-26 16:46:00,C00032,P00583,S004,4,unknown,0.05,bad_amount,COD,cancelled,2026-04-26,
OI3000658,2026-04-26 09:21:00,C00584,P00179,S037,5,30872.47,0.05,154362.35,NETBANKING,shipped,2026-04-26,
OI3000659,2026-04-26 23:10:00,C02069,P00346,S053,1,21611.47,0.1,21611.47,UPI,delivered,2026-04-26,NEW10
OI3000660,2026-04-26 04:29:00,C01488,P00526,S067,4,24784.72,0.2,99138.88,WALLET,cancelled,2026-04-26,NEW10
OI3000661,2026-04-26 18:07:00,C00798,P00221,S003,5,12154.88,0.2,54696.96,CARD,returned,2026-04-26,FESTIVE20
OI3000662,2026-04-26 12:56:00,C01825,P00161,S060,4,68133.99,0.0,272535.96,WALLET,delivered,2026-04-26,FESTIVE20
OI3000663,2026-04-26 07:00:00,C00270,P00305,S064,1,18907.54,0.1,18907.54,UPI,returned,2026-04-26,FESTIVE20
OI3000664,2026-04-26 13:36:00,C01809,P00498,S053,1,59122.37,0.1,59122.37,CARD,delivered,2026-04-26,
OI3000665,2026-04-26 04:28:00,C02308,P00325,S074,3,5814.81,0.1,16572.21,WALLET,shipped,2026-04-26,NEW10
OI3000666,2026-04-26 21:07:00,C00588,P00235,S073,4,20332.68,0.05,81330.72,CARD,shipped,2026-04-26,
OI3000667,2026-04-26 20:54:00,C00729,P00273,S074,1,5755.55,0.2,5179.99,WALLET,cancelled,2026-04-26,
OI3000668,2026-04-26 06:47:00,C01236,P00741,S071,5,9080.41,0.0,45402.05,NETBANKING,cancelled,2026-04-26,NEW10
OI3000669,2026-04-26 18:28:00,C01490,P00257,S022,6,66166.78,0.1,317600.54,UPI,returned,2026-04-26,
OI3000670,2026-04-26 08:28:00,C01034,P00367,S038,2,74073.14,0.2,140738.97,WALLET,returned,2026-04-26,
OI3000671,2026-04-26 17:01:00,C01156,P00226,S024,1,61015.98,0.1,48812.78,CARD,shipped,2026-04-26,
OI3000672,2026-04-26 10:39:00,C01467,P00469,S064,6,87510.96,0.2,498812.47,COD,cancelled,2026-04-26,
OI3000673,2026-04-26 13:55:00,C00770,P00545,S055,5,77517.8,0.1,348830.1,WALLET,shipped,2026-04-26,
OI3000674,2026-04-26 02:55:00,C01441,P00793,S009,3,87278.29,0.0,261834.87,NETBANKING,cancelled,2026-04-26,
OI3000675,2026-04-13 09:00:00,C02377,P00467,S016,3,3621.18,0.0,10863.54,CARD,shipped,2026-04-26,NEW10
OI3000676,2026-04-26 00:14:00,C02286,P00703,S003,2,15220.71,0.0,30441.42,COD,cancelled,2026-04-26,
OI3000677,2026-04-26 01:12:00,C02065,P00584,S011,3,unknown,0.0,bad_amount,CARD,cancelled,2026-04-26,
OI3000678,2026-04-26 03:20:00,C01828,P00317,S037,1,26767.64,0.2,21414.11,WALLET,returned,2026-04-26,
OI3000679,2026-04-26 05:22:00,C00195,P00740,S015,1,59184.15,0.0,59184.15,UPI,delivered,2026-04-26,
OI3000680,2026-04-26 10:33:00,C01236,P00278,S032,6,50694.44,0.2,243333.31,UPI,delivered,2026-04-26,
OI3000681,2026-04-07 01:00:00,C01111,P00406,S062,4,16017.01,0.1,60864.64,NETBANKING,delivered,2026-04-26,
OI3000682,2026-04-26 23:22:00,C00271,P00182,S023,2,51122.18,0.05,102244.36,UPI,cancelled,2026-04-26,NEW10
OI3000683,2026-04-26 05:04:00,C01209,P00160,S046,1,56754.39,0.05,53916.67,UPI,delivered,2026-04-26,
OI3000684,2026-04-26 15:10:00,C01650,P00386,S008,4,84773.95,0.1,339095.8,CARD,delivered,2026-04-26,
OI3000685,2026-04-26 17:26:00,C00406,P00196,S060,2,22015.14,0.1,41828.77,CARD,delivered,2026-04-26,
OI3000686,2026-04-26 00:51:00,C01232,P00076,S051,1,65585.96,0.1,52468.77,NETBANKING,returned,2026-04-26,NEW10
OI3000687,2026-04-26 01:34:00,C00533,P00036,S002,3,9298.66,0.0,22316.78,WALLET,delivered,2026-04-26,
OI3000688,2026-04-26 10:31:00,C01614,P00016,S031,4,12387.77,0.2,44595.97,UPI,cancelled,2026-04-26,
OI3000689,2026-04-26 13:39:00,C01620,P00171,S018,4,698.95,0.0,2236.64,CARD,delivered,2026-04-26,
OI3000690,2026-04-26 06:47:00,C01006,P00789,S003,2,46207.17,0.1,73931.47,COD,delivered,2026-04-26,NEW10
OI3000691,2026-04-26 01:28:00,C02270,P00227,S033,5,57830.24,0.1,231320.96,UPI,delivered,2026-04-26,
OI3000692,2026-04-26 11:14:00,C00173,P00696,S017,1,69138.45,0.2,69138.45,NETBANKING,returned,2026-04-26,
OI3000693,2026-04-26 01:54:00,C01100,P00450,S059,3,70829.61,0.0,212488.83,NETBANKING,delivered,2026-04-26,
OI3000694,2026-04-26 08:12:00,C01234,P00148,S040,1,63834.05,0.1,63834.05,COD,returned,2026-04-26,NEW10
OI3000695,2026-04-26 05:27:00,C01599,P00248,S075,2,86544.26,0.05,173088.52,COD,shipped,2026-04-26,
OI3000696,2026-04-26 23:49:00,C02356,P00528,S065,5,3660.3,0.0,16471.35,CARD,cancelled,2026-04-26,
OI3000697,2026-04-26 00:11:00,C00734,P00622,S022,6,27317.69,0.2,155710.83,CARD,returned,2026-04-26,
OI3000698,2026-04-26 04:54:00,C00745,P00038,S063,2,73184.59,0.2,139050.72,UPI,returned,2026-04-26,
OI3000699,2026-04-13 09:00:00,C00600,P00727,S004,4,68215.7,0.2,245576.52,UPI,shipped,2026-04-26,
OI3000700,2026-04-26 03:29:00,C00135,P00783,S024,6,21905.04,0.1,105144.19,WALLET,shipped,2026-04-26,
OI3000701,2026-04-26 11:23:00,C00190,P00673,S056,5,16017.13,0.0,64068.52,COD,returned,2026-04-26,
OI3000702,2026-04-26 05:15:00,C02449,P00094,S058,6,75370.76,0.0,407002.1,WALLET,returned,2026-04-26,
OI3000703,2026-04-26 02:07:00,C02474,P00192,S038,3,49831.34,0.0,134544.62,CARD,shipped,2026-04-26,FESTIVE20
OI3000704,2026-04-26 18:59:00,C01480,P00581,S059,5,1942.77,0.05,9713.85,COD,returned,2026-04-26,
OI3000705,2026-04-26 11:22:00,C00901,P00548,S029,3,17399.1,0.2,52197.3,COD,shipped,2026-04-26,NEW10
OI3000706,2026-04-26 21:24:00,C01497,P00538,S018,3,50198.57,0.1,135536.14,WALLET,delivered,2026-04-26,NEW10
OI3000707,2026-04-26 05:42:00,C00487,P00272,S049,2,30741.19,0.1,61482.38,CARD,cancelled,2026-04-26,
OI3000708,2026-04-26 14:30:00,C01611,P00383,S034,2,13065.11,0.2,26130.22,CARD,returned,2026-04-26,
OI3000709,2026-04-26 17:09:00,C01867,P00473,S001,2,3872.45,0.05,7357.65,NETBANKING,shipped,2026-04-26,
OI3000710,2026-04-17 12:00:00,C01425,P00380,S042,2,49138.78,0.2,93363.68,COD,delivered,2026-04-26,
OI3000711,2026-04-26 08:50:00,C00369,P00089,S018,6,54798.93,0.2,263034.86,UPI,returned,2026-04-26,
OI3000712,2026-04-26 06:32:00,C01663,P00580,S017,2,18525.18,0.0,37050.36,CARD,cancelled,2026-04-26,
OI3000713,2026-04-26 22:12:00,C02328,P00014,S057,5,24907.63,0.1,124538.15,CARD,shipped,2026-04-26,NEW10
OI3000714,2026-04-26 16:17:00,C02371,P00380,S029,5,49138.78,0.05,245693.9,COD,returned,2026-04-26,
OI3000715,2026-04-26 19:22:00,C01096,P00107,S061,4,53454.24,0.2,213816.96,CARD,shipped,2026-04-26,
OI3000716,2026-04-26 14:12:00,C02140,P00354,S038,6,17006.45,0.0,91834.83,CARD,cancelled,2026-04-26,NEW10
OI3000717,2026-04-26 04:12:00,C01244,P00590,S041,5,62602.53,0.2,281711.39,CARD,shipped,2026-04-26,
OI3000718,2026-04-26 11:24:00,C00239,P00379,S019,2,50679.03,0.0,96290.16,WALLET,shipped,2026-04-26,
OI3000719,2026-04-26 07:04:00,C02295,P00345,S021,3,60209.96,0.1,180629.88,NETBANKING,shipped,2026-04-26,
OI3000720,2026-04-26 22:04:00,C01584,P00091,S068,4,7821.68,0.05,31286.72,NETBANKING,cancelled,2026-04-26,
